,dataid,protein_k,rna_k,top_ratio,training_score,tune_param,scores,acc,auc
80,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8920353982300885, ""auc"": 0.8922706859350695, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.9038461538461539, 1.0], ""mcc"": 0.7841578268108584, ""tnr"": 0.8799283154121864, ""ppv"": 0.8852739726027398, ""f_score"": 0.8944636678200693, ""ap"": 0.8488240416087731, ""brier"": 0.1079646017699115, ""sensitivity"": 0.9038461538461539}",0.8920353982300885,0.8922706859350695
81,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8902654867256637, ""auc"": 0.8906606923212089, ""fpr"": [0.0, 0.12544802867383512, 1.0], ""tpr"": [0.0, 0.9055944055944056, 1.0], ""mcc"": 0.7807336597325273, ""tnr"": 0.8745519713261649, ""ppv"": 0.8809523809523809, ""f_score"": 0.8931034482758621, ""ap"": 0.8455731584050168, ""brier"": 0.10973451327433628, ""sensitivity"": 0.9055944055944056}",0.8902654867256637,0.8906606923212089
82,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8920353982300885, ""auc"": 0.892347169243124, ""fpr"": [0.0, 0.12186379928315412, 1.0], ""tpr"": [0.0, 0.9055944055944056, 1.0], ""mcc"": 0.784212324355358, ""tnr"": 0.8781362007168458, ""ppv"": 0.8839590443686007, ""f_score"": 0.8946459412780656, ""ap"": 0.8482959759742508, ""brier"": 0.1079646017699115, ""sensitivity"": 0.9055944055944056}",0.8920353982300885,0.892347169243124
83,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8920353982300885, ""auc"": 0.892347169243124, ""fpr"": [0.0, 0.12186379928315412, 1.0], ""tpr"": [0.0, 0.9055944055944056, 1.0], ""mcc"": 0.784212324355358, ""tnr"": 0.8781362007168458, ""ppv"": 0.8839590443686007, ""f_score"": 0.8946459412780656, ""ap"": 0.8482959759742508, ""brier"": 0.1079646017699115, ""sensitivity"": 0.9055944055944056}",0.8920353982300885,0.892347169243124
84,1,3,3,0.99,0.9971238938053097,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8902654867256637, ""auc"": 0.8907564344005022, ""fpr"": [0.0, 0.12724014336917563, 1.0], ""tpr"": [0.0, 0.9073426573426573, 1.0], ""mcc"": 0.7808073729507754, ""tnr"": 0.8727598566308243, ""ppv"": 0.8796610169491526, ""f_score"": 0.8932874354561101, ""ap"": 0.845056619546645, ""brier"": 0.10973451327433628, ""sensitivity"": 0.9073426573426573}",0.8902654867256637,0.8907564344005022
85,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8964601769911504, ""auc"": 0.8970158437163513, ""fpr"": [0.0, 0.12186379928315412, 1.0], ""tpr"": [0.0, 0.9143356643356644, 1.0], ""mcc"": 0.7932513928450335, ""tnr"": 0.8781362007168458, ""ppv"": 0.8849407783417935, ""f_score"": 0.8993981083404987, ""ap"": 0.8524957463212708, ""brier"": 0.10353982300884956, ""sensitivity"": 0.9143356643356644}",0.8964601769911504,0.8970158437163513
86,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8964601769911504, ""auc"": 0.8970158437163513, ""fpr"": [0.0, 0.12186379928315412, 1.0], ""tpr"": [0.0, 0.9143356643356644, 1.0], ""mcc"": 0.7932513928450335, ""tnr"": 0.8781362007168458, ""ppv"": 0.8849407783417935, ""f_score"": 0.8993981083404987, ""ap"": 0.8524957463212708, ""brier"": 0.10353982300884956, ""sensitivity"": 0.9143356643356644}",0.8964601769911504,0.8970158437163513
87,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8929203539823009, ""auc"": 0.8933669962874511, ""fpr"": [0.0, 0.12365591397849462, 1.0], ""tpr"": [0.0, 0.9090909090909091, 1.0], ""mcc"": 0.7860842255209289, ""tnr"": 0.8763440860215054, ""ppv"": 0.8828522920203735, ""f_score"": 0.8957795004306632, ""ap"": 0.8486106918608384, ""brier"": 0.10707964601769912, ""sensitivity"": 0.9090909090909091}",0.8929203539823009,0.8933669962874511
88,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8982300884955752, ""auc"": 0.8987895111898013, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.916083916083916, 1.0], ""mcc"": 0.7967952418274518, ""tnr"": 0.8799283154121864, ""ppv"": 0.8866328257191202, ""f_score"": 0.9011177987962167, ""ap"": 0.8547079472195145, ""brier"": 0.10176991150442478, ""sensitivity"": 0.916083916083916}",0.8982300884955752,0.8987895111898013
89,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8982300884955752, ""auc"": 0.8987895111898013, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.916083916083916, 1.0], ""mcc"": 0.7967952418274518, ""tnr"": 0.8799283154121864, ""ppv"": 0.8866328257191202, ""f_score"": 0.9011177987962167, ""ap"": 0.8547079472195145, ""brier"": 0.10176991150442478, ""sensitivity"": 0.916083916083916}",0.8982300884955752,0.8987895111898013
90,1,3,3,0.99,0.9971238938053097,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8902654867256637, ""auc"": 0.8907564344005022, ""fpr"": [0.0, 0.12724014336917563, 1.0], ""tpr"": [0.0, 0.9073426573426573, 1.0], ""mcc"": 0.7808073729507754, ""tnr"": 0.8727598566308243, ""ppv"": 0.8796610169491526, ""f_score"": 0.8932874354561101, ""ap"": 0.845056619546645, ""brier"": 0.10973451327433628, ""sensitivity"": 0.9073426573426573}",0.8902654867256637,0.8907564344005022
91,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8964601769911504, ""auc"": 0.8970158437163513, ""fpr"": [0.0, 0.12186379928315412, 1.0], ""tpr"": [0.0, 0.9143356643356644, 1.0], ""mcc"": 0.7932513928450335, ""tnr"": 0.8781362007168458, ""ppv"": 0.8849407783417935, ""f_score"": 0.8993981083404987, ""ap"": 0.8524957463212708, ""brier"": 0.10353982300884956, ""sensitivity"": 0.9143356643356644}",0.8964601769911504,0.8970158437163513
92,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8964601769911504, ""auc"": 0.8970158437163513, ""fpr"": [0.0, 0.12186379928315412, 1.0], ""tpr"": [0.0, 0.9143356643356644, 1.0], ""mcc"": 0.7932513928450335, ""tnr"": 0.8781362007168458, ""ppv"": 0.8849407783417935, ""f_score"": 0.8993981083404987, ""ap"": 0.8524957463212708, ""brier"": 0.10353982300884956, ""sensitivity"": 0.9143356643356644}",0.8964601769911504,0.8970158437163513
93,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8929203539823009, ""auc"": 0.8933669962874511, ""fpr"": [0.0, 0.12365591397849462, 1.0], ""tpr"": [0.0, 0.9090909090909091, 1.0], ""mcc"": 0.7860842255209289, ""tnr"": 0.8763440860215054, ""ppv"": 0.8828522920203735, ""f_score"": 0.8957795004306632, ""ap"": 0.8486106918608384, ""brier"": 0.10707964601769912, ""sensitivity"": 0.9090909090909091}",0.8929203539823009,0.8933669962874511
94,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8982300884955752, ""auc"": 0.8987895111898013, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.916083916083916, 1.0], ""mcc"": 0.7967952418274518, ""tnr"": 0.8799283154121864, ""ppv"": 0.8866328257191202, ""f_score"": 0.9011177987962167, ""ap"": 0.8547079472195145, ""brier"": 0.10176991150442478, ""sensitivity"": 0.916083916083916}",0.8982300884955752,0.8987895111898013
95,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8982300884955752, ""auc"": 0.8987895111898013, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.916083916083916, 1.0], ""mcc"": 0.7967952418274518, ""tnr"": 0.8799283154121864, ""ppv"": 0.8866328257191202, ""f_score"": 0.9011177987962167, ""ap"": 0.8547079472195145, ""brier"": 0.10176991150442478, ""sensitivity"": 0.916083916083916}",0.8982300884955752,0.8987895111898013
96,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8938053097345132, ""auc"": 0.8945267350118097, ""fpr"": [0.0, 0.12724014336917563, 1.0], ""tpr"": [0.0, 0.9143356643356644, 1.0], ""mcc"": 0.7880738874361061, ""tnr"": 0.8727598566308243, ""ppv"": 0.8804713804713805, ""f_score"": 0.8970840480274443, ""ap"": 0.8484092164502463, ""brier"": 0.10619469026548672, ""sensitivity"": 0.9143356643356644}",0.8938053097345132,0.8945267350118097
97,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8955752212389381, ""auc"": 0.895979240404649, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.9108391608391608, 1.0], ""mcc"": 0.7913627544719422, ""tnr"": 0.8799283154121864, ""ppv"": 0.8860544217687075, ""f_score"": 0.8982758620689655, ""ap"": 0.8521858093444693, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9108391608391608}",0.8955752212389381,0.895979240404649
98,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8955752212389381, ""auc"": 0.895979240404649, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.9108391608391608, 1.0], ""mcc"": 0.7913627544719422, ""tnr"": 0.8799283154121864, ""ppv"": 0.8860544217687075, ""f_score"": 0.8982758620689655, ""ap"": 0.8521858093444693, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9108391608391608}",0.8955752212389381,0.895979240404649
99,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8902654867256637, ""auc"": 0.8907564344005022, ""fpr"": [0.0, 0.12724014336917563, 1.0], ""tpr"": [0.0, 0.9073426573426573, 1.0], ""mcc"": 0.7808073729507754, ""tnr"": 0.8727598566308243, ""ppv"": 0.8796610169491526, ""f_score"": 0.8932874354561101, ""ap"": 0.845056619546645, ""brier"": 0.10973451327433628, ""sensitivity"": 0.9073426573426573}",0.8902654867256637,0.8907564344005022
100,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8955752212389381, ""auc"": 0.8958918891788797, ""fpr"": [0.0, 0.11827956989247312, 1.0], ""tpr"": [0.0, 0.9090909090909091, 1.0], ""mcc"": 0.7912974093971857, ""tnr"": 0.8817204301075269, ""ppv"": 0.8873720136518771, ""f_score"": 0.8981001727115717, ""ap"": 0.8527195297076599, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9090909090909091}",0.8955752212389381,0.8958918891788797
101,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8955752212389381, ""auc"": 0.8958918891788797, ""fpr"": [0.0, 0.11827956989247312, 1.0], ""tpr"": [0.0, 0.9090909090909091, 1.0], ""mcc"": 0.7912974093971857, ""tnr"": 0.8817204301075269, ""ppv"": 0.8873720136518771, ""f_score"": 0.8981001727115717, ""ap"": 0.8527195297076599, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9090909090909091}",0.8955752212389381,0.8958918891788797
102,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8938053097345132, ""auc"": 0.8945267350118097, ""fpr"": [0.0, 0.12724014336917563, 1.0], ""tpr"": [0.0, 0.9143356643356644, 1.0], ""mcc"": 0.7880738874361061, ""tnr"": 0.8727598566308243, ""ppv"": 0.8804713804713805, ""f_score"": 0.8970840480274443, ""ap"": 0.8484092164502463, ""brier"": 0.10619469026548672, ""sensitivity"": 0.9143356643356644}",0.8938053097345132,0.8945267350118097
103,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8955752212389381, ""auc"": 0.895979240404649, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.9108391608391608, 1.0], ""mcc"": 0.7913627544719422, ""tnr"": 0.8799283154121864, ""ppv"": 0.8860544217687075, ""f_score"": 0.8982758620689655, ""ap"": 0.8521858093444693, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9108391608391608}",0.8955752212389381,0.895979240404649
104,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8955752212389381, ""auc"": 0.895979240404649, ""fpr"": [0.0, 0.12007168458781362, 1.0], ""tpr"": [0.0, 0.9108391608391608, 1.0], ""mcc"": 0.7913627544719422, ""tnr"": 0.8799283154121864, ""ppv"": 0.8860544217687075, ""f_score"": 0.8982758620689655, ""ap"": 0.8521858093444693, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9108391608391608}",0.8955752212389381,0.895979240404649
105,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8902654867256637, ""auc"": 0.8907564344005022, ""fpr"": [0.0, 0.12724014336917563, 1.0], ""tpr"": [0.0, 0.9073426573426573, 1.0], ""mcc"": 0.7808073729507754, ""tnr"": 0.8727598566308243, ""ppv"": 0.8796610169491526, ""f_score"": 0.8932874354561101, ""ap"": 0.845056619546645, ""brier"": 0.10973451327433628, ""sensitivity"": 0.9073426573426573}",0.8902654867256637,0.8907564344005022
106,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8955752212389381, ""auc"": 0.8958918891788797, ""fpr"": [0.0, 0.11827956989247312, 1.0], ""tpr"": [0.0, 0.9090909090909091, 1.0], ""mcc"": 0.7912974093971857, ""tnr"": 0.8817204301075269, ""ppv"": 0.8873720136518771, ""f_score"": 0.8981001727115717, ""ap"": 0.8527195297076599, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9090909090909091}",0.8955752212389381,0.8958918891788797
107,1,3,3,0.99,1.0,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8955752212389381, ""auc"": 0.8958918891788797, ""fpr"": [0.0, 0.11827956989247312, 1.0], ""tpr"": [0.0, 0.9090909090909091, 1.0], ""mcc"": 0.7912974093971857, ""tnr"": 0.8817204301075269, ""ppv"": 0.8873720136518771, ""f_score"": 0.8981001727115717, ""ap"": 0.8527195297076599, ""brier"": 0.10442477876106195, ""sensitivity"": 0.9090909090909091}",0.8955752212389381,0.8958918891788797
108,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
109,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
110,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
111,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
112,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
113,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
114,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
115,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
116,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
117,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
118,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [200]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
119,2,6,6,0.96,0.8865979381443299,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [1000], ""num_iterations"": [2000], ""num_leaves"": [500]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
120,2,6,6,0.96,0.884020618556701,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
121,2,6,6,0.96,0.884020618556701,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [200]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
122,2,6,6,0.96,0.884020618556701,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [500]}","{""acc"": 0.8673469387755102, ""auc"": 0.8792811839323467, ""fpr"": [0.0, 0.022727272727272728, 1.0], ""tpr"": [0.0, 0.7777777777777778, 1.0], ""mcc"": 0.756804399411462, ""tnr"": 0.9772727272727273, ""ppv"": 0.9767441860465116, ""f_score"": 0.8659793814432991, ""ap"": 0.8821389020724569, ""brier"": 0.1326530612244898, ""sensitivity"": 0.7777777777777778}",0.8673469387755102,0.8792811839323467
