,DATAID,test_score,train_score,RNA_K,PROTEIN_K,TOP_RATIO
122,1,"{'acc': 0.8805309734513275, 'auc': 0.8808744659576402, 'fpr': array([0.        , 0.13508772, 1.        ]), 'tpr': array([0.        , 0.89642857, 1.        ]), 'mcc': 0.7615448646887096, 'tnr': 0.8649122807017544, 'ppv': 0.8670120898100173, 'f_score': 0.8814749780509218, 'ap': 0.8285418427080127, 'brier': 0.11946902654867257, 'sensitivity': 0.8964285714285715}",1.0,5,3,0.96
123,1,"{'acc': 0.8893805309734514, 'auc': 0.8889310630395504, 'fpr': array([0.        , 0.11260504, 1.        ]), 'tpr': array([0.        , 0.89158879, 1.        ]), 'mcc': 0.7784227325395315, 'tnr': 0.8873949579831932, 'ppv': 0.8768382352941176, 'f_score': 0.8841519925857275, 'ap': 0.8331065705167189, 'brier': 0.11061946902654868, 'sensitivity': 0.891588785046729}",1.0,5,3,0.975
124,1,"{'acc': 0.8787610619469026, 'auc': 0.8798790544255086, 'fpr': array([0.        , 0.14840989, 1.        ]), 'tpr': array([0.        , 0.90602837, 1.        ]), 'mcc': 0.7586875375579188, 'tnr': 0.8515901060070671, 'ppv': 0.8588235294117647, 'f_score': 0.8817946505608282, 'ap': 0.8250211363023838, 'brier': 0.12123893805309735, 'sensitivity': 0.9060283687943262}",1.0,5,3,0.99
125,1,"{'acc': 0.8699115044247787, 'auc': 0.8703437946506906, 'fpr': array([0.        , 0.15280136, 1.        ]), 'tpr': array([0.        , 0.89463956, 1.        ]), 'mcc': 0.741262670471176, 'tnr': 0.8471986417657046, 'ppv': 0.8432055749128919, 'f_score': 0.8681614349775785, 'ap': 0.8048075393508561, 'brier': 0.13008849557522123, 'sensitivity': 0.8946395563770795}",1.0,5,4,0.93
126,1,"{'acc': 0.8752212389380531, 'auc': 0.8752600055133698, 'fpr': array([0.        , 0.14091681, 1.        ]), 'tpr': array([0.        , 0.89279113, 1.        ]), 'mcc': 0.7511968600047156, 'tnr': 0.8590831918505942, 'ppv': 0.8533568904593639, 'f_score': 0.8726287262872628, 'ap': 0.8131968940569189, 'brier': 0.12477876106194691, 'sensitivity': 0.8927911275415896}",1.0,5,4,0.9450000000000001
127,1,"{'acc': 0.8707964601769912, 'auc': 0.872059748427673, 'fpr': array([0.        , 0.15836299, 1.        ]), 'tpr': array([0.        , 0.89964789, 1.        ]), 'mcc': 0.7427008451094566, 'tnr': 0.8416370106761566, 'ppv': 0.8516666666666667, 'f_score': 0.875, 'ap': 0.8166425952469982, 'brier': 0.12920353982300886, 'sensitivity': 0.8996478873239436}",1.0,5,4,0.96
128,1,"{'acc': 0.8849557522123894, 'auc': 0.8859433962264152, 'fpr': array([0.        , 0.14028777, 1.        ]), 'tpr': array([0.        , 0.90940767, 1.        ]), 'mcc': 0.7705021020865417, 'tnr': 0.8597122302158273, 'ppv': 0.87, 'f_score': 0.8892674616695059, 'ap': 0.8372023681045913, 'brier': 0.11504424778761062, 'sensitivity': 0.9094076655052264}",1.0,5,4,0.975
129,1,"{'acc': 0.8743362831858407, 'auc': 0.874795982423101, 'fpr': array([0.        , 0.14336918, 1.        ]), 'tpr': array([0.        , 0.89160839, 1.        ]), 'mcc': 0.7489152849837512, 'tnr': 0.8566308243727598, 'ppv': 0.864406779661017, 'f_score': 0.8777969018932875, 'ap': 0.8255795951461169, 'brier': 0.1256637168141593, 'sensitivity': 0.8916083916083916}",1.0,5,4,0.99
130,1,"{'acc': 0.8663716814159292, 'auc': 0.8675004164034683, 'fpr': array([0.        , 0.16134752, 1.        ]), 'tpr': array([0.        , 0.89399293, 1.        ]), 'mcc': 0.733822178919375, 'tnr': 0.8386524822695035, 'ppv': 0.847571189279732, 'f_score': 0.8701633705932932, 'ap': 0.8108199984464259, 'brier': 0.1336283185840708, 'sensitivity': 0.8939929328621908}",1.0,5,5,0.93
131,1,"{'acc': 0.8672566371681416, 'auc': 0.8674131317689531, 'fpr': array([0.        , 0.12234043, 1.        ]), 'tpr': array([0.        , 0.85689046, 1.        ]), 'mcc': 0.7346881357027909, 'tnr': 0.8776595744680851, 'ppv': 0.8754512635379061, 'f_score': 0.8660714285714286, 'ap': 0.821847251292957, 'brier': 0.13274336283185842, 'sensitivity': 0.8568904593639576}",1.0,5,5,0.9450000000000001
132,1,"{'acc': 0.8628318584070797, 'auc': 0.8631929742021486, 'fpr': array([0.        , 0.15302491, 1.        ]), 'tpr': array([0.        , 0.87852113, 1.        ]), 'mcc': 0.7259409457564026, 'tnr': 0.8469750889679716, 'ppv': 0.852991452991453, 'f_score': 0.865568083261058, 'ap': 0.8104329593018362, 'brier': 0.13716814159292035, 'sensitivity': 0.8785211267605634}",1.0,5,5,0.96
133,1,"{'acc': 0.8778761061946903, 'auc': 0.8778058007566204, 'fpr': array([0.        , 0.13962264, 1.        ]), 'tpr': array([0.        , 0.89333333, 1.        ]), 'mcc': 0.7546605481451308, 'tnr': 0.8603773584905661, 'ppv': 0.8786885245901639, 'f_score': 0.8859504132231404, 'ap': 0.8415989167754726, 'brier': 0.12212389380530973, 'sensitivity': 0.8933333333333333}",1.0,5,5,0.975
134,1,"{'acc': 0.8610619469026549, 'auc': 0.8611343937667361, 'fpr': array([0.        , 0.15145985, 1.        ]), 'tpr': array([0.        , 0.87285223, 1.        ]), 'mcc': 0.721830450587, 'tnr': 0.8485401459854015, 'ppv': 0.8595600676818951, 'f_score': 0.8661551577152601, 'ap': 0.8157556507193916, 'brier': 0.13893805309734514, 'sensitivity': 0.872852233676976}",1.0,5,5,0.99
135,1,"{'acc': 0.879646017699115, 'auc': 0.8802182758967145, 'fpr': array([0.        , 0.13978495, 1.        ]), 'tpr': array([0.       , 0.8986014, 1.       ]), 'mcc': 0.7596260701690283, 'tnr': 0.8602150537634409, 'ppv': 0.8682432432432432, 'f_score': 0.8831615120274915, 'ap': 0.8315320263329113, 'brier': 0.12035398230088495, 'sensitivity': 0.8986013986013986}",0.9997787610619469,5,6,0.93
136,1,"{'acc': 0.8619469026548673, 'auc': 0.8625056450398916, 'fpr': array([0.        , 0.15789474, 1.        ]), 'tpr': array([0.        , 0.88214286, 1.        ]), 'mcc': 0.7246296047203055, 'tnr': 0.8421052631578947, 'ppv': 0.8458904109589042, 'f_score': 0.8636363636363638, 'ap': 0.804603263599051, 'brier': 0.13805309734513274, 'sensitivity': 0.8821428571428571}",0.9997787610619469,5,6,0.9450000000000001
137,1,"{'acc': 0.8601769911504424, 'auc': 0.861267811231553, 'fpr': array([0.        , 0.16753927, 1.        ]), 'tpr': array([0.        , 0.88868941, 1.        ]), 'mcc': 0.7218425490876539, 'tnr': 0.8324607329842932, 'ppv': 0.8375634517766497, 'f_score': 0.862369337979094, 'ap': 0.7992010243740472, 'brier': 0.13982300884955753, 'sensitivity': 0.8886894075403949}",0.9995575221238938,5,6,0.96
138,1,"{'acc': 0.8495575221238938, 'auc': 0.849654739485248, 'fpr': array([0.        , 0.16363636, 1.        ]), 'tpr': array([0.        , 0.86206897, 1.        ]), 'mcc': 0.6988709028978989, 'tnr': 0.8363636363636363, 'ppv': 0.847457627118644, 'f_score': 0.8547008547008546, 'ap': 0.8013633801068566, 'brier': 0.1504424778761062, 'sensitivity': 0.8620689655172413}",0.9997787610619469,5,6,0.975
139,1,"{'acc': 0.8601769911504424, 'auc': 0.8617028630319482, 'fpr': array([0.        , 0.17247387, 1.        ]), 'tpr': array([0.        , 0.89388489, 1.        ]), 'mcc': 0.7224076868099193, 'tnr': 0.8275261324041812, 'ppv': 0.8338926174496645, 'f_score': 0.8628472222222223, 'ap': 0.7976164017411124, 'brier': 0.13982300884955753, 'sensitivity': 0.8938848920863309}",0.9995575221238938,5,6,0.99
140,1,"{'acc': 0.8814159292035398, 'auc': 0.8830597659624597, 'fpr': array([0.      , 0.152513, 1.      ]), 'tpr': array([0.        , 0.91681736, 1.        ]), 'mcc': 0.7652114085325098, 'tnr': 0.8474870017331022, 'ppv': 0.8521008403361344, 'f_score': 0.8832752613240418, 'ap': 0.8219288073692567, 'brier': 0.11858407079646018, 'sensitivity': 0.9168173598553345}",0.9991150442477876,6,3,0.93
141,1,"{'acc': 0.8743362831858407, 'auc': 0.875075250206938, 'fpr': array([0.  , 0.15, 1.  ]), 'tpr': array([0. , 0.9, 1. ]), 'mcc': 0.7500752464322544, 'tnr': 0.85, 'ppv': 0.8505154639175257, 'f_score': 0.8745583038869257, 'ap': 0.8141364838974545, 'brier': 0.1256637168141593, 'sensitivity': 0.9}",0.9991150442477876,6,3,0.9450000000000001
142,1,"{'acc': 0.879646017699115, 'auc': 0.8797023110066589, 'fpr': array([0.        , 0.12655971, 1.        ]), 'tpr': array([0.       , 0.8857645, 1.       ]), 'mcc': 0.7593046965954993, 'tnr': 0.8734402852049911, 'ppv': 0.8765217391304347, 'f_score': 0.881118881118881, 'ap': 0.8339139631235752, 'brier': 0.12035398230088495, 'sensitivity': 0.8857644991212654}",0.9984513274336283,6,3,0.96
143,1,"{'acc': 0.8893805309734514, 'auc': 0.890559004650783, 'fpr': array([0.        , 0.13859649, 1.        ]), 'tpr': array([0.        , 0.91785714, 1.        ]), 'mcc': 0.7801887777503227, 'tnr': 0.8614035087719298, 'ppv': 0.866779089376054, 'f_score': 0.8915871639202082, 'ap': 0.8362873430647909, 'brier': 0.11061946902654868, 'sensitivity': 0.9178571428571428}",0.9997787610619469,6,3,0.975
144,1,"{'acc': 0.8991150442477877, 'auc': 0.8991826978801519, 'fpr': array([0.        , 0.11623932, 1.        ]), 'tpr': array([0.        , 0.91559633, 1.        ]), 'mcc': 0.7988610510373858, 'tnr': 0.8837606837606837, 'ppv': 0.8800705467372134, 'f_score': 0.8974820143884892, 'ap': 0.8464973275776773, 'brier': 0.10088495575221239, 'sensitivity': 0.9155963302752294}",0.9984513274336283,6,3,0.99
145,1,"{'acc': 0.8707964601769912, 'auc': 0.8709023796434462, 'fpr': array([0.        , 0.14311927, 1.        ]), 'tpr': array([0.        , 0.88376068, 1.        ]), 'mcc': 0.741222860264734, 'tnr': 0.8568807339449541, 'ppv': 0.8689075630252101, 'f_score': 0.876271186440678, 'ap': 0.8280833331744316, 'brier': 0.12920353982300886, 'sensitivity': 0.8837606837606837}",0.9991150442477876,6,4,0.93
146,1,"{'acc': 0.8619469026548673, 'auc': 0.862695867773776, 'fpr': array([0.        , 0.16468591, 1.        ]), 'tpr': array([0.       , 0.8909427, 1.       ]), 'mcc': 0.7258241340930728, 'tnr': 0.8353140916808149, 'ppv': 0.8324697754749568, 'f_score': 0.8607142857142857, 'ap': 0.7938952577334499, 'brier': 0.13805309734513274, 'sensitivity': 0.8909426987060998}",0.9988938053097345,6,4,0.9450000000000001
147,1,"{'acc': 0.8743362831858407, 'auc': 0.8747327044025157, 'fpr': array([0.        , 0.14468864, 1.        ]), 'tpr': array([0.        , 0.89212329, 1.        ]), 'mcc': 0.7484493371351117, 'tnr': 0.8553113553113553, 'ppv': 0.8683333333333333, 'f_score': 0.8800675675675675, 'ap': 0.8304126005172343, 'brier': 0.1256637168141593, 'sensitivity': 0.8921232876712328}",0.9991150442477876,6,4,0.96
148,1,"{'acc': 0.8734513274336283, 'auc': 0.8742621015348289, 'fpr': array([0.        , 0.15145985, 1.        ]), 'tpr': array([0.        , 0.89690722, 1.        ]), 'mcc': 0.7469841985818073, 'tnr': 0.8485401459854015, 'ppv': 0.8628099173553719, 'f_score': 0.8795282224094356, 'ap': 0.8269577864720976, 'brier': 0.12654867256637167, 'sensitivity': 0.8969072164948454}",0.9993362831858407,6,4,0.975
149,1,"{'acc': 0.8539823008849557, 'auc': 0.8535591276196326, 'fpr': array([0.        , 0.15436242, 1.        ]), 'tpr': array([0.        , 0.86329588, 1.        ]), 'mcc': 0.7080252779205073, 'tnr': 0.8456375838926175, 'ppv': 0.833634719710669, 'f_score': 0.8482060717571298, 'ap': 0.784275188987569, 'brier': 0.14601769911504425, 'sensitivity': 0.8632958801498127}",0.9988938053097345,6,4,0.99
150,1,"{'acc': 0.8734513274336283, 'auc': 0.8742621015348289, 'fpr': array([0.        , 0.15145985, 1.        ]), 'tpr': array([0.        , 0.89690722, 1.        ]), 'mcc': 0.7469841985818073, 'tnr': 0.8485401459854015, 'ppv': 0.8628099173553719, 'f_score': 0.8795282224094356, 'ap': 0.8269577864720976, 'brier': 0.12654867256637167, 'sensitivity': 0.8969072164948454}",0.9993362831858407,6,5,0.93
151,1,"{'acc': 0.8699115044247787, 'auc': 0.8706679997107546, 'fpr': array([0.       , 0.1534296, 1.       ]), 'tpr': array([0.        , 0.89236111, 1.        ]), 'mcc': 0.7401327773802204, 'tnr': 0.8465703971119134, 'ppv': 0.8580968280467446, 'f_score': 0.8748936170212765, 'ap': 0.8205994955538811, 'brier': 0.13008849557522123, 'sensitivity': 0.8923611111111112}",0.9995575221238938,6,5,0.9450000000000001
152,1,"{'acc': 0.8814159292035398, 'auc': 0.8811916242899352, 'fpr': array([0.        , 0.12733447, 1.        ]), 'tpr': array([0.       , 0.8909427, 1.       ]), 'mcc': 0.7629954952071086, 'tnr': 0.8726655348047538, 'ppv': 0.8653500897666068, 'f_score': 0.877959927140255, 'ap': 0.8231897336827573, 'brier': 0.11858407079646018, 'sensitivity': 0.8909426987060998}",0.9993362831858407,6,5,0.96
153,1,"{'acc': 0.8610619469026549, 'auc': 0.8609189994511095, 'fpr': array([0.        , 0.14468864, 1.        ]), 'tpr': array([0.        , 0.86643836, 1.        ]), 'mcc': 0.721793853839101, 'tnr': 0.8553113553113553, 'ppv': 0.864957264957265, 'f_score': 0.8656971770744226, 'ap': 0.8184586994745803, 'brier': 0.13893805309734514, 'sensitivity': 0.8664383561643836}",0.9986725663716814,6,5,0.975
154,1,"{'acc': 0.8716814159292036, 'auc': 0.8723626042399277, 'fpr': array([0.        , 0.14973262, 1.        ]), 'tpr': array([0.        , 0.89279438, 1.        ]), 'mcc': 0.7438930171636595, 'tnr': 0.8502673796791443, 'ppv': 0.8581081081081081, 'f_score': 0.8751076658053402, 'ap': 0.8200963938883281, 'brier': 0.12831858407079647, 'sensitivity': 0.8927943760984183}",0.9988938053097345,6,5,0.99
155,1,"{'acc': 0.8663716814159292, 'auc': 0.866475991178387, 'fpr': array([0.        , 0.14871795, 1.        ]), 'tpr': array([0.        , 0.88256881, 1.        ]), 'mcc': 0.7334012827782957, 'tnr': 0.8512820512820513, 'ppv': 0.846830985915493, 'f_score': 0.8643306379155437, 'ap': 0.8040237813991198, 'brier': 0.1336283185840708, 'sensitivity': 0.8825688073394495}",0.9969026548672566,6,6,0.93
156,1,"{'acc': 0.8690265486725663, 'auc': 0.8692404268675454, 'fpr': array([0.        , 0.14492754, 1.        ]), 'tpr': array([0.        , 0.88235294, 1.        ]), 'mcc': 0.7379529406469111, 'tnr': 0.855072463768116, 'ppv': 0.864406779661017, 'f_score': 0.8732876712328768, 'ap': 0.8228888555572221, 'brier': 0.13097345132743363, 'sensitivity': 0.8823529411764706}",0.9982300884955753,6,6,0.9450000000000001
157,1,"{'acc': 0.8663716814159292, 'auc': 0.8666771159874608, 'fpr': array([0.        , 0.14814815, 1.        ]), 'tpr': array([0.        , 0.88099467, 1.        ]), 'mcc': 0.7331003336632701, 'tnr': 0.8518518518518519, 'ppv': 0.8551724137931035, 'f_score': 0.867891513560805, 'ap': 0.8126943750809642, 'brier': 0.1336283185840708, 'sensitivity': 0.8809946714031972}",0.9980088495575221,6,6,0.96
158,1,"{'acc': 0.8619469026548673, 'auc': 0.8624839683789013, 'fpr': array([0.        , 0.15761821, 1.        ]), 'tpr': array([0.        , 0.88193202, 1.        ]), 'mcc': 0.7246407984724444, 'tnr': 0.8423817863397548, 'ppv': 0.8456260720411664, 'f_score': 0.8633975481611208, 'ap': 0.8041917907664023, 'brier': 0.13805309734513274, 'sensitivity': 0.8819320214669052}",0.9973451327433628,6,6,0.975
159,1,"{'acc': 0.8654867256637168, 'auc': 0.8656323699131918, 'fpr': array([0.        , 0.14568345, 1.        ]), 'tpr': array([0.        , 0.87630662, 1.        ]), 'mcc': 0.7309438830078897, 'tnr': 0.85431654676259, 'ppv': 0.8613013698630136, 'f_score': 0.8687392055267702, 'ap': 0.8175959508131699, 'brier': 0.13451327433628318, 'sensitivity': 0.8763066202090593}",0.9984513274336283,6,6,0.99
160,2,"{'acc': 0.8673469387755102, 'auc': 0.867003367003367, 'fpr': array([0.        , 0.15555556, 1.        ]), 'tpr': array([0.        , 0.88679245, 1.        ]), 'mcc': 0.7326205066429489, 'tnr': 0.8444444444444444, 'ppv': 0.8703703703703703, 'f_score': 0.8785046728971964, 'ap': 0.8330623654073789, 'brier': 0.1326530612244898, 'sensitivity': 0.8867924528301887}",1.0,3,3,0.93
161,2,"{'acc': 0.8979591836734694, 'auc': 0.9070175438596491, 'fpr': array([0.        , 0.03703704, 1.        ]), 'tpr': array([0.        , 0.81818182, 1.        ]), 'mcc': 0.7974203787467837, 'tnr': 0.9629629629629629, 'ppv': 0.9473684210526315, 'f_score': 0.8780487804878049, 'ap': 0.8567522702861049, 'brier': 0.10204081632653061, 'sensitivity': 0.8181818181818182}",1.0,3,3,0.9450000000000001
162,2,"{'acc': 0.8775510204081632, 'auc': 0.8775, 'fpr': array([0.  , 0.12, 1.  ]), 'tpr': array([0.   , 0.875, 1.   ]), 'mcc': 0.755, 'tnr': 0.88, 'ppv': 0.875, 'f_score': 0.875, 'ap': 0.8268494897959183, 'brier': 0.12244897959183673, 'sensitivity': 0.875}",1.0,3,3,0.96
163,2,"{'acc': 0.8571428571428571, 'auc': 0.8571428571428572, 'fpr': array([0.        , 0.11111111, 1.        ]), 'tpr': array([0.        , 0.83018868, 1.        ]), 'mcc': 0.7166776363062765, 'tnr': 0.8888888888888888, 'ppv': 0.8979591836734694, 'f_score': 0.8627450980392157, 'ap': 0.8373122834039276, 'brier': 0.14285714285714285, 'sensitivity': 0.8301886792452831}",1.0,3,3,0.975
164,2,"{'acc': 0.8775510204081632, 'auc': 0.887890457851947, 'fpr': array([0.        , 0.04081633, 1.        ]), 'tpr': array([0.        , 0.79591837, 1.        ]), 'mcc': 0.7653716435003122, 'tnr': 0.9591836734693877, 'ppv': 0.9512195121951219, 'f_score': 0.8666666666666666, 'ap': 0.8591338974614235, 'brier': 0.12244897959183673, 'sensitivity': 0.7959183673469388}",1.0,3,3,0.99
165,2,"{'acc': 0.8163265306122449, 'auc': 0.8164983164983165, 'fpr': array([0.       , 0.2173913, 1.       ]), 'tpr': array([0.        , 0.84615385, 1.        ]), 'mcc': 0.6308760353014017, 'tnr': 0.782608695652174, 'ppv': 0.8148148148148148, 'f_score': 0.830188679245283, 'ap': 0.7710913425199138, 'brier': 0.1836734693877551, 'sensitivity': 0.8461538461538461}",1.0,3,4,0.93
166,2,"{'acc': 0.9183673469387755, 'auc': 0.9190654985398415, 'fpr': array([0.        , 0.06122449, 1.        ]), 'tpr': array([0.        , 0.89795918, 1.        ]), 'mcc': 0.8374325544608086, 'tnr': 0.9387755102040817, 'ppv': 0.9361702127659575, 'f_score': 0.9166666666666666, 'ap': 0.8916630481980026, 'brier': 0.08163265306122448, 'sensitivity': 0.8979591836734694}",1.0,3,4,0.9450000000000001
167,2,"{'acc': 0.8775510204081632, 'auc': 0.8808528428093646, 'fpr': array([0.        , 0.06521739, 1.        ]), 'tpr': array([0.        , 0.82692308, 1.        ]), 'mcc': 0.7617056856187291, 'tnr': 0.9347826086956522, 'ppv': 0.9347826086956522, 'f_score': 0.8775510204081632, 'ap': 0.8648300457306668, 'brier': 0.12244897959183673, 'sensitivity': 0.8269230769230769}",1.0,3,4,0.96
168,2,"{'acc': 0.9183673469387755, 'auc': 0.919314381270903, 'fpr': array([0.  , 0.06, 1.  ]), 'tpr': array([0.        , 0.89583333, 1.        ]), 'mcc': 0.8372298812300755, 'tnr': 0.94, 'ppv': 0.9347826086956522, 'f_score': 0.9148936170212766, 'ap': 0.8884298284531204, 'brier': 0.08163265306122448, 'sensitivity': 0.8958333333333334}",1.0,3,4,0.975
169,2,"{'acc': 0.8367346938775511, 'auc': 0.8426724137931034, 'fpr': array([0.        , 0.09615385, 1.        ]), 'tpr': array([0.        , 0.76086957, 1.        ]), 'mcc': 0.6749514648294697, 'tnr': 0.9038461538461539, 'ppv': 0.875, 'f_score': 0.813953488372093, 'ap': 0.7780057675244011, 'brier': 0.16326530612244897, 'sensitivity': 0.7608695652173914}",1.0,3,4,0.99
170,2,"{'acc': 0.826530612244898, 'auc': 0.8214285714285714, 'fpr': array([0.        , 0.15789474, 1.        ]), 'tpr': array([0.        , 0.80487805, 1.        ]), 'mcc': 0.6449169275100167, 'tnr': 0.8421052631578947, 'ppv': 0.7857142857142857, 'f_score': 0.7951807228915663, 'ap': 0.7140368342458935, 'brier': 0.17346938775510204, 'sensitivity': 0.8048780487804879}",0.9948453608247423,3,5,0.93
171,2,"{'acc': 0.7959183673469388, 'auc': 0.7951505016722409, 'fpr': array([0.        , 0.19230769, 1.        ]), 'tpr': array([0.       , 0.7826087, 1.       ]), 'mcc': 0.5903010033444817, 'tnr': 0.8076923076923077, 'ppv': 0.782608695652174, 'f_score': 0.782608695652174, 'ap': 0.7145171868369277, 'brier': 0.20408163265306123, 'sensitivity': 0.782608695652174}",0.9948453608247423,3,5,0.9450000000000001
172,2,"{'acc': 0.8061224489795918, 'auc': 0.8123689727463312, 'fpr': array([0.        , 0.11363636, 1.        ]), 'tpr': array([0.        , 0.74074074, 1.        ]), 'mcc': 0.6259200429460974, 'tnr': 0.8863636363636364, 'ppv': 0.8888888888888888, 'f_score': 0.808080808080808, 'ap': 0.8012933568489123, 'brier': 0.19387755102040816, 'sensitivity': 0.7407407407407407}",1.0,3,5,0.96
173,2,"{'acc': 0.7653061224489796, 'auc': 0.7675585284280937, 'fpr': array([0.        , 0.19148936, 1.        ]), 'tpr': array([0.       , 0.7254902, 1.       ]), 'mcc': 0.5345586542655502, 'tnr': 0.8085106382978723, 'ppv': 0.8043478260869565, 'f_score': 0.7628865979381443, 'ap': 0.726403604920229, 'brier': 0.23469387755102042, 'sensitivity': 0.7254901960784313}",0.9974226804123711,3,5,0.975
174,2,"{'acc': 0.8061224489795918, 'auc': 0.8177609427609427, 'fpr': array([0.        , 0.07317073, 1.        ]), 'tpr': array([0.        , 0.71929825, 1.        ]), 'mcc': 0.6408027589871673, 'tnr': 0.926829268292683, 'ppv': 0.9318181818181818, 'f_score': 0.8118811881188119, 'ap': 0.833520489535527, 'brier': 0.19387755102040816, 'sensitivity': 0.7192982456140351}",0.9974226804123711,3,5,0.99
175,2,"{'acc': 0.8163265306122449, 'auc': 0.819357530246141, 'fpr': array([0.        , 0.11627907, 1.        ]), 'tpr': array([0.        , 0.76363636, 1.        ]), 'mcc': 0.6430216583549954, 'tnr': 0.8837209302325582, 'ppv': 0.8936170212765957, 'f_score': 0.8235294117647058, 'ap': 0.8150515138357084, 'brier': 0.1836734693877551, 'sensitivity': 0.7636363636363637}",0.9123711340206185,3,6,0.93
176,2,"{'acc': 0.8571428571428571, 'auc': 0.8570833333333333, 'fpr': array([0.        , 0.14583333, 1.        ]), 'tpr': array([0.  , 0.86, 1.  ]), 'mcc': 0.7141666666666666, 'tnr': 0.8541666666666666, 'ppv': 0.86, 'f_score': 0.8599999999999999, 'ap': 0.8110285714285713, 'brier': 0.14285714285714285, 'sensitivity': 0.86}",0.8943298969072165,3,6,0.9450000000000001
177,2,"{'acc': 0.8571428571428571, 'auc': 0.8692955250332299, 'fpr': array([0.        , 0.05660377, 1.        ]), 'tpr': array([0.        , 0.75555556, 1.        ]), 'mcc': 0.7184981075768576, 'tnr': 0.9433962264150944, 'ppv': 0.918918918918919, 'f_score': 0.8292682926829269, 'ap': 0.806539192253478, 'brier': 0.14285714285714285, 'sensitivity': 0.7555555555555555}",0.8969072164948454,3,6,0.96
178,2,"{'acc': 0.8571428571428571, 'auc': 0.8683181225554107, 'fpr': array([0.        , 0.05882353, 1.        ]), 'tpr': array([0.        , 0.76595745, 1.        ]), 'mcc': 0.721734351199695, 'tnr': 0.9411764705882353, 'ppv': 0.9230769230769231, 'f_score': 0.8372093023255814, 'ap': 0.8192825411670397, 'brier': 0.14285714285714285, 'sensitivity': 0.7659574468085106}",0.904639175257732,3,6,0.975
179,2,"{'acc': 0.8673469387755102, 'auc': 0.875, 'fpr': array([0.        , 0.06122449, 1.        ]), 'tpr': array([0.        , 0.79591837, 1.        ]), 'mcc': 0.7423074889580903, 'tnr': 0.9387755102040817, 'ppv': 0.9285714285714286, 'f_score': 0.8571428571428572, 'ap': 0.8411078717201167, 'brier': 0.1326530612244898, 'sensitivity': 0.7959183673469388}",0.8994845360824743,3,6,0.99
180,2,"{'acc': 0.8469387755102041, 'auc': 0.8496036712557363, 'fpr': array([0.        , 0.09090909, 1.        ]), 'tpr': array([0.       , 0.7962963, 1.       ]), 'mcc': 0.7022904764557057, 'tnr': 0.9090909090909091, 'ppv': 0.9148936170212766, 'f_score': 0.8514851485148516, 'ap': 0.8407712966983484, 'brier': 0.15306122448979592, 'sensitivity': 0.7962962962962963}",1.0,4,3,0.93
181,2,"{'acc': 0.8469387755102041, 'auc': 0.843340380549683, 'fpr': array([0.        , 0.14285714, 1.        ]), 'tpr': array([0.        , 0.83333333, 1.        ]), 'mcc': 0.688575860742432, 'tnr': 0.8571428571428571, 'ppv': 0.813953488372093, 'f_score': 0.8235294117647058, 'ap': 0.7497231450719822, 'brier': 0.15306122448979592, 'sensitivity': 0.8333333333333334}",1.0,4,3,0.9450000000000001
182,2,"{'acc': 0.826530612244898, 'auc': 0.8303571428571429, 'fpr': array([0.        , 0.11764706, 1.        ]), 'tpr': array([0.        , 0.76595745, 1.        ]), 'mcc': 0.6544829523514332, 'tnr': 0.8823529411764706, 'ppv': 0.8571428571428571, 'f_score': 0.8089887640449439, 'ap': 0.7687798523664785, 'brier': 0.17346938775510204, 'sensitivity': 0.7659574468085106}",1.0,4,3,0.96
183,2,"{'acc': 0.8367346938775511, 'auc': 0.8398829431438126, 'fpr': array([0.        , 0.10869565, 1.        ]), 'tpr': array([0.        , 0.78846154, 1.        ]), 'mcc': 0.6797658862876255, 'tnr': 0.8913043478260869, 'ppv': 0.8913043478260869, 'f_score': 0.836734693877551, 'ap': 0.8150040952835983, 'brier': 0.16326530612244897, 'sensitivity': 0.7884615384615384}",1.0,4,3,0.975
184,2,"{'acc': 0.8469387755102041, 'auc': 0.8508771929824561, 'fpr': array([0.        , 0.09090909, 1.        ]), 'tpr': array([0.        , 0.76744186, 1.        ]), 'mcc': 0.6890281839554389, 'tnr': 0.9090909090909091, 'ppv': 0.868421052631579, 'f_score': 0.8148148148148148, 'ap': 0.7685034846251843, 'brier': 0.15306122448979592, 'sensitivity': 0.7674418604651163}",1.0,4,3,0.99
185,2,"{'acc': 0.8775510204081632, 'auc': 0.8775000000000001, 'fpr': array([0.   , 0.125, 1.   ]), 'tpr': array([0.  , 0.88, 1.  ]), 'mcc': 0.755, 'tnr': 0.875, 'ppv': 0.88, 'f_score': 0.88, 'ap': 0.8356244897959183, 'brier': 0.12244897959183673, 'sensitivity': 0.88}",1.0,4,4,0.93
186,2,"{'acc': 0.8571428571428571, 'auc': 0.861952861952862, 'fpr': array([0.        , 0.08333333, 1.        ]), 'tpr': array([0. , 0.8, 1. ]), 'mcc': 0.7202771009357686, 'tnr': 0.9166666666666666, 'ppv': 0.9090909090909091, 'f_score': 0.8510638297872342, 'ap': 0.8293135435992579, 'brier': 0.14285714285714285, 'sensitivity': 0.8}",1.0,4,4,0.9450000000000001
