,DATAID,test_score,train_score,RNA_K,PROTEIN_K,TOP_RATIO
242,3,"{'acc': 0.8247767857142857, 'auc': 0.8245929118773945, 'fpr': array([0.        , 0.18244804, 1.        ]), 'tpr': array([0.        , 0.83153348, 1.        ]), 'mcc': 0.64913563012212, 'tnr': 0.8175519630484989, 'ppv': 0.8297413793103449, 'f_score': 0.8306364617044228, 'ap': 0.7770113058443009, 'brier': 0.17522321428571427, 'sensitivity': 0.8315334773218143}",1.0,3,3,0.96
243,3,"{'acc': 0.8515625, 'auc': 0.8511661175438509, 'fpr': array([0.        , 0.15677966, 1.        ]), 'tpr': array([0.        , 0.86084906, 1.        ]), 'mcc': 0.7032002789101706, 'tnr': 0.8432203389830508, 'ppv': 0.8314350797266514, 'f_score': 0.8458864426419466, 'ap': 0.7815883182956854, 'brier': 0.1484375, 'sensitivity': 0.8608490566037735}",0.9997209821428571,3,3,0.975
244,3,"{'acc': 0.8314732142857143, 'auc': 0.8311545317906952, 'fpr': array([0.        , 0.17757009, 1.        ]), 'tpr': array([0.        , 0.83974359, 1.        ]), 'mcc': 0.6622412764645235, 'tnr': 0.822429906542056, 'ppv': 0.837953091684435, 'f_score': 0.8388473852721452, 'ap': 0.787371094390684, 'brier': 0.16852678571428573, 'sensitivity': 0.8397435897435898}",1.0,3,3,0.99
245,3,"{'acc': 0.8214285714285714, 'auc': 0.8224736168851935, 'fpr': array([0.        , 0.20666667, 1.        ]), 'tpr': array([0.        , 0.84977578, 1.        ]), 'mcc': 0.6440275201592927, 'tnr': 0.7933333333333333, 'ppv': 0.8029661016949152, 'f_score': 0.8257080610021786, 'ap': 0.7571179349124312, 'brier': 0.17857142857142858, 'sensitivity': 0.8497757847533632}",1.0,3,4,0.93
246,3,"{'acc': 0.8125, 'auc': 0.8129082154529352, 'fpr': array([0.        , 0.20581655, 1.        ]), 'tpr': array([0.        , 0.83073497, 1.        ]), 'mcc': 0.6253672601512985, 'tnr': 0.7941834451901566, 'ppv': 0.8021505376344086, 'f_score': 0.8161925601750547, 'ap': 0.7511959286552469, 'brier': 0.1875, 'sensitivity': 0.8307349665924276}",0.9997209821428571,3,4,0.9450000000000001
247,3,"{'acc': 0.828125, 'auc': 0.8290173785124791, 'fpr': array([0.        , 0.19914347, 1.        ]), 'tpr': array([0.        , 0.85780886, 1.        ]), 'mcc': 0.6583499974314536, 'tnr': 0.8008565310492506, 'ppv': 0.7982646420824295, 'f_score': 0.8269662921348314, 'ap': 0.7528388379967826, 'brier': 0.171875, 'sensitivity': 0.8578088578088578}",1.0,3,4,0.96
248,3,"{'acc': 0.8158482142857143, 'auc': 0.8161801359893125, 'fpr': array([0. , 0.2, 1. ]), 'tpr': array([0.        , 0.83219955, 1.        ]), 'mcc': 0.632279904124892, 'tnr': 0.8, 'ppv': 0.8013100436681223, 'f_score': 0.8164627363737486, 'ap': 0.7494391406489815, 'brier': 0.18415178571428573, 'sensitivity': 0.8321995464852607}",1.0,3,4,0.975
249,3,"{'acc': 0.8214285714285714, 'auc': 0.8213851519681116, 'fpr': array([0.        , 0.18340611, 1.        ]), 'tpr': array([0.        , 0.82648402, 1.        ]), 'mcc': 0.6429240859358962, 'tnr': 0.8165938864628821, 'ppv': 0.8116591928251121, 'f_score': 0.8190045248868778, 'ap': 0.755644779719124, 'brier': 0.17857142857142858, 'sensitivity': 0.8264840182648402}",1.0,3,4,0.99
250,3,"{'acc': 0.8236607142857143, 'auc': 0.8237882389288367, 'fpr': array([0.        , 0.18681319, 1.        ]), 'tpr': array([0.        , 0.83446712, 1.        ]), 'mcc': 0.6476152044549753, 'tnr': 0.8131868131868132, 'ppv': 0.8123620309050773, 'f_score': 0.8232662192393736, 'ap': 0.7593626187597924, 'brier': 0.17633928571428573, 'sensitivity': 0.8344671201814059}",1.0,3,5,0.93
251,3,"{'acc': 0.8191964285714286, 'auc': 0.8204481792717087, 'fpr': array([0.        , 0.21205357, 1.        ]), 'tpr': array([0.        , 0.85044643, 1.        ]), 'mcc': 0.6396433830369741, 'tnr': 0.7879464285714286, 'ppv': 0.8004201680672269, 'f_score': 0.8246753246753247, 'ap': 0.7554912590036015, 'brier': 0.18080357142857142, 'sensitivity': 0.8504464285714286}",1.0,3,5,0.9450000000000001
252,3,"{'acc': 0.796875, 'auc': 0.7973557081108569, 'fpr': array([0.        , 0.22222222, 1.        ]), 'tpr': array([0.        , 0.81693364, 1.        ]), 'mcc': 0.5947114162217138, 'tnr': 0.7777777777777778, 'ppv': 0.7777777777777778, 'f_score': 0.7968750000000001, 'ap': 0.7246785441865534, 'brier': 0.203125, 'sensitivity': 0.816933638443936}",0.9997209821428571,3,5,0.96
253,3,"{'acc': 0.7834821428571429, 'auc': 0.783708747252309, 'fpr': array([0.        , 0.22958057, 1.        ]), 'tpr': array([0.        , 0.79683973, 1.        ]), 'mcc': 0.5673383193125144, 'tnr': 0.7704194260485652, 'ppv': 0.7724288840262582, 'f_score': 0.7844444444444445, 'ap': 0.7159484512830971, 'brier': 0.21651785714285715, 'sensitivity': 0.7968397291196389}",0.9997209821428571,3,5,0.975
254,3,"{'acc': 0.8080357142857143, 'auc': 0.8083333333333333, 'fpr': array([0.        , 0.21759259, 1.        ]), 'tpr': array([0.        , 0.83189655, 1.        ]), 'mcc': 0.6154841791612408, 'tnr': 0.7824074074074074, 'ppv': 0.8041666666666667, 'f_score': 0.8177966101694916, 'ap': 0.7560370484400658, 'brier': 0.19196428571428573, 'sensitivity': 0.8318965517241379}",0.9997209821428571,3,5,0.99
255,3,"{'acc': 0.7957589285714286, 'auc': 0.7962924172601592, 'fpr': array([0.        , 0.22417582, 1.        ]), 'tpr': array([0.        , 0.81632653, 1.        ]), 'mcc': 0.5923677307084815, 'tnr': 0.7758241758241758, 'ppv': 0.7792207792207793, 'f_score': 0.7973421926910299, 'ap': 0.7265003809965545, 'brier': 0.20424107142857142, 'sensitivity': 0.8163265306122449}",0.9991629464285714,3,6,0.93
256,3,"{'acc': 0.8169642857142857, 'auc': 0.8169932686606578, 'fpr': array([0.        , 0.17391304, 1.        ]), 'tpr': array([0.        , 0.80827887, 1.        ]), 'mcc': 0.6341761521174145, 'tnr': 0.8260869565217391, 'ppv': 0.8299776286353467, 'f_score': 0.8189845474613686, 'ap': 0.7690676631079973, 'brier': 0.18303571428571427, 'sensitivity': 0.8082788671023965}",0.9994419642857143,3,6,0.9450000000000001
257,3,"{'acc': 0.8046875, 'auc': 0.8052460260404185, 'fpr': array([0.        , 0.21700224, 1.        ]), 'tpr': array([0.        , 0.82628062, 1.        ]), 'mcc': 0.6098849173782865, 'tnr': 0.7829977628635347, 'ppv': 0.7927350427350427, 'f_score': 0.8091603053435115, 'ap': 0.7420751768956111, 'brier': 0.1953125, 'sensitivity': 0.8262806236080178}",0.9991629464285714,3,6,0.96
258,3,"{'acc': 0.7957589285714286, 'auc': 0.7972979722305464, 'fpr': array([0.        , 0.23758099, 1.        ]), 'tpr': array([0.        , 0.83140878, 1.        ]), 'mcc': 0.5942117393317286, 'tnr': 0.7624190064794817, 'ppv': 0.7659574468085106, 'f_score': 0.7973421926910299, 'ap': 0.7182969575907117, 'brier': 0.20424107142857142, 'sensitivity': 0.8314087759815243}",0.9991629464285714,3,6,0.975
259,3,"{'acc': 0.8147321428571429, 'auc': 0.8153745960974877, 'fpr': array([0.       , 0.2137931, 1.       ]), 'tpr': array([0.        , 0.84164859, 1.        ]), 'mcc': 0.6293006761249867, 'tnr': 0.7862068965517242, 'ppv': 0.8066528066528067, 'f_score': 0.8237791932059448, 'ap': 0.7603914116420896, 'brier': 0.18526785714285715, 'sensitivity': 0.841648590021692}",0.9991629464285714,3,6,0.99
260,3,"{'acc': 0.8247767857142857, 'auc': 0.8259237083052666, 'fpr': array([0.        , 0.20474138, 1.        ]), 'tpr': array([0.        , 0.85648148, 1.        ]), 'mcc': 0.6517937571822396, 'tnr': 0.7952586206896551, 'ppv': 0.7956989247311828, 'f_score': 0.8249721293199553, 'ap': 0.7506978224384139, 'brier': 0.17522321428571427, 'sensitivity': 0.8564814814814815}",0.9997209821428571,4,3,0.93
261,3,"{'acc': 0.8337053571428571, 'auc': 0.8338552054248105, 'fpr': array([0.        , 0.17752809, 1.        ]), 'tpr': array([0.        , 0.84478936, 1.        ]), 'mcc': 0.6674858011952529, 'tnr': 0.8224719101123595, 'ppv': 0.8282608695652174, 'f_score': 0.8364434687156972, 'ap': 0.7778309674154055, 'brier': 0.16629464285714285, 'sensitivity': 0.844789356984479}",0.9997209821428571,4,3,0.9450000000000001
262,3,"{'acc': 0.8348214285714286, 'auc': 0.834770780705819, 'fpr': array([0.        , 0.17910448, 1.        ]), 'tpr': array([0.       , 0.8501171, 1.       ]), 'mcc': 0.6702766863430334, 'tnr': 0.8208955223880597, 'ppv': 0.8120805369127517, 'f_score': 0.8306636155606406, 'ap': 0.7617921192021753, 'brier': 0.16517857142857142, 'sensitivity': 0.8501170960187353}",0.9997209821428571,4,3,0.96
263,3,"{'acc': 0.8415178571428571, 'auc': 0.8425007994883276, 'fpr': array([0.        , 0.18526786, 1.        ]), 'tpr': array([0.        , 0.86830357, 1.        ]), 'mcc': 0.6840179503813302, 'tnr': 0.8147321428571429, 'ppv': 0.8241525423728814, 'f_score': 0.8456521739130435, 'ap': 0.7814628102300242, 'brier': 0.15848214285714285, 'sensitivity': 0.8683035714285714}",0.9997209821428571,4,3,0.975
264,3,"{'acc': 0.8359375, 'auc': 0.8357350713545404, 'fpr': array([0.        , 0.17622081, 1.        ]), 'tpr': array([0.        , 0.84941176, 1.        ]), 'mcc': 0.6723299997616626, 'tnr': 0.8237791932059448, 'ppv': 0.8130630630630631, 'f_score': 0.8308400460299195, 'ap': 0.762053902642138, 'brier': 0.1640625, 'sensitivity': 0.8494117647058823}",0.9997209821428571,4,3,0.99
265,3,"{'acc': 0.8203125, 'auc': 0.8204472493070926, 'fpr': array([0.       , 0.1901566, 1.       ]), 'tpr': array([0.        , 0.83073497, 1.        ]), 'mcc': 0.6407364133300848, 'tnr': 0.8098434004474273, 'ppv': 0.8144104803493449, 'f_score': 0.8224917309812569, 'ap': 0.7613806917569647, 'brier': 0.1796875, 'sensitivity': 0.8307349665924276}",0.9997209821428571,4,4,0.93
266,3,"{'acc': 0.8303571428571429, 'auc': 0.830483138005262, 'fpr': array([0.        , 0.18122271, 1.        ]), 'tpr': array([0.        , 0.84246575, 1.        ]), 'mcc': 0.6611046465221577, 'tnr': 0.8187772925764192, 'ppv': 0.8163716814159292, 'f_score': 0.8292134831460674, 'ap': 0.7647741122300538, 'brier': 0.16964285714285715, 'sensitivity': 0.8424657534246576}",0.9997209821428571,4,4,0.9450000000000001
267,3,"{'acc': 0.828125, 'auc': 0.8282032499663641, 'fpr': array([0.        , 0.16404494, 1.        ]), 'tpr': array([0.        , 0.82039911, 1.        ]), 'mcc': 0.6563803340757565, 'tnr': 0.8359550561797753, 'ppv': 0.835214446952596, 'f_score': 0.8277404921700224, 'ap': 0.7756109772275019, 'brier': 0.171875, 'sensitivity': 0.8203991130820399}",0.9997209821428571,4,4,0.96
268,3,"{'acc': 0.8214285714285714, 'auc': 0.8212780811329692, 'fpr': array([0.        , 0.18390805, 1.        ]), 'tpr': array([0.        , 0.82646421, 1.        ]), 'mcc': 0.6425561622659386, 'tnr': 0.8160919540229885, 'ppv': 0.8264642082429501, 'f_score': 0.8264642082429501, 'ap': 0.7723288017923606, 'brier': 0.17857142857142858, 'sensitivity': 0.8264642082429501}",1.0,4,4,0.975
269,3,"{'acc': 0.8236607142857143, 'auc': 0.8239865522074632, 'fpr': array([0.        , 0.19239374, 1.        ]), 'tpr': array([0.        , 0.83964365, 1.        ]), 'mcc': 0.6476114095311296, 'tnr': 0.8076062639821029, 'ppv': 0.8142548596112311, 'f_score': 0.8267543859649122, 'ap': 0.7640410672968625, 'brier': 0.17633928571428573, 'sensitivity': 0.8396436525612472}",0.9997209821428571,4,4,0.99
270,3,"{'acc': 0.8191964285714286, 'auc': 0.820133397236201, 'fpr': array([0.        , 0.20704846, 1.        ]), 'tpr': array([0.        , 0.84615385, 1.        ]), 'mcc': 0.6396858276587064, 'tnr': 0.7929515418502202, 'ppv': 0.7991452991452992, 'f_score': 0.821978021978022, 'ap': 0.752092725650418, 'brier': 0.18080357142857142, 'sensitivity': 0.8461538461538461}",0.9997209821428571,4,5,0.93
271,3,"{'acc': 0.8225446428571429, 'auc': 0.8230337498691576, 'fpr': array([0.        , 0.19827586, 1.        ]), 'tpr': array([0.        , 0.84490741, 1.        ]), 'mcc': 0.6463494610106286, 'tnr': 0.8017241379310345, 'ppv': 0.7986870897155361, 'f_score': 0.8211473565804276, 'ap': 0.7495934240156068, 'brier': 0.17745535714285715, 'sensitivity': 0.8449074074074074}",1.0,4,5,0.9450000000000001
272,3,"{'acc': 0.8214285714285714, 'auc': 0.8213943076431084, 'fpr': array([0.        , 0.19444444, 1.        ]), 'tpr': array([0.       , 0.8362069, 1.       ]), 'mcc': 0.6422753287591898, 'tnr': 0.8055555555555556, 'ppv': 0.8220338983050848, 'f_score': 0.829059829059829, 'ap': 0.7722118435334391, 'brier': 0.17857142857142858, 'sensitivity': 0.8362068965517241}",1.0,4,5,0.96
273,3,"{'acc': 0.8136160714285714, 'auc': 0.8136709718568126, 'fpr': array([0.        , 0.19290466, 1.        ]), 'tpr': array([0.        , 0.82022472, 1.        ]), 'mcc': 0.6273310031523298, 'tnr': 0.8070953436807096, 'ppv': 0.8075221238938053, 'f_score': 0.8138238573021181, 'ap': 0.7516353215244534, 'brier': 0.18638392857142858, 'sensitivity': 0.8202247191011236}",0.9997209821428571,4,5,0.975
274,3,"{'acc': 0.8236607142857143, 'auc': 0.82279492558186, 'fpr': array([0.        , 0.17942584, 1.        ]), 'tpr': array([0.        , 0.82635983, 1.        ]), 'mcc': 0.646261573782958, 'tnr': 0.8205741626794258, 'ppv': 0.8404255319148937, 'f_score': 0.8333333333333334, 'ap': 0.7871278304676274, 'brier': 0.17633928571428573, 'sensitivity': 0.8263598326359832}",0.9997209821428571,4,5,0.99
275,3,"{'acc': 0.8002232142857143, 'auc': 0.801048701476967, 'fpr': array([0.       , 0.2246696, 1.       ]), 'tpr': array([0.        , 0.82579186, 1.        ]), 'mcc': 0.6016096297384063, 'tnr': 0.775330396475771, 'ppv': 0.7815845824411135, 'f_score': 0.8030803080308032, 'ap': 0.7313636823325937, 'brier': 0.19977678571428573, 'sensitivity': 0.8257918552036199}",0.9988839285714286,4,6,0.93
276,3,"{'acc': 0.8024553571428571, 'auc': 0.8031525586417901, 'fpr': array([0.       , 0.2234763, 1.       ]), 'tpr': array([0.        , 0.82781457, 1.        ]), 'mcc': 0.6053208955768903, 'tnr': 0.7765237020316027, 'ppv': 0.7911392405063291, 'f_score': 0.8090614886731392, 'ap': 0.7419701612516916, 'brier': 0.19754464285714285, 'sensitivity': 0.8278145695364238}",0.9991629464285714,4,6,0.9450000000000001
277,3,"{'acc': 0.8247767857142857, 'auc': 0.8275226757369615, 'fpr': array([0.        , 0.22737819, 1.        ]), 'tpr': array([0.        , 0.87311828, 1.        ]), 'mcc': 0.6503760787159469, 'tnr': 0.7726218097447796, 'ppv': 0.8055555555555556, 'f_score': 0.8379772961816305, 'ap': 0.76919349505035, 'brier': 0.17522321428571427, 'sensitivity': 0.8731182795698925}",0.9991629464285714,4,6,0.96
278,3,"{'acc': 0.7991071428571429, 'auc': 0.7992457674717162, 'fpr': array([0.        , 0.22897196, 1.        ]), 'tpr': array([0.        , 0.82478632, 1.        ]), 'mcc': 0.5971514482576156, 'tnr': 0.7710280373831776, 'ppv': 0.7975206611570248, 'f_score': 0.810924369747899, 'ap': 0.7493019921997195, 'brier': 0.20089285714285715, 'sensitivity': 0.8247863247863247}",0.9991629464285714,4,6,0.975
279,3,"{'acc': 0.8136160714285714, 'auc': 0.8140273704789834, 'fpr': array([0.        , 0.20399113, 1.        ]), 'tpr': array([0.        , 0.83146067, 1.        ]), 'mcc': 0.6277620739575409, 'tnr': 0.7960088691796009, 'ppv': 0.8008658008658008, 'f_score': 0.8158765159867695, 'ap': 0.7495937758402645, 'brier': 0.18638392857142858, 'sensitivity': 0.8314606741573034}",0.9988839285714286,4,6,0.99
280,3,"{'acc': 0.8448660714285714, 'auc': 0.8457870308052029, 'fpr': array([0.        , 0.18565401, 1.        ]), 'tpr': array([0.        , 0.87914692, 1.        ]), 'mcc': 0.6925328217153898, 'tnr': 0.8143459915611815, 'ppv': 0.8082788671023965, 'f_score': 0.8422247446083996, 'ap': 0.7675155189116194, 'brier': 0.15513392857142858, 'sensitivity': 0.8791469194312796}",1.0,5,3,0.93
281,3,"{'acc': 0.8482142857142857, 'auc': 0.8495192307692307, 'fpr': array([0.        , 0.18325792, 1.        ]), 'tpr': array([0.        , 0.87885463, 1.        ]), 'mcc': 0.697315460829271, 'tnr': 0.8167420814479638, 'ppv': 0.83125, 'f_score': 0.854389721627409, 'ap': 0.7919318360604154, 'brier': 0.15178571428571427, 'sensitivity': 0.8788546255506607}",0.9997209821428571,5,3,0.9450000000000001
282,3,"{'acc': 0.8147321428571429, 'auc': 0.8148768237263813, 'fpr': array([0.        , 0.17201835, 1.        ]), 'tpr': array([0.        , 0.80217391, 1.        ]), 'mcc': 0.629954573882842, 'tnr': 0.8279816513761468, 'ppv': 0.831081081081081, 'f_score': 0.8163716814159293, 'ap': 0.7682340628672151, 'brier': 0.18526785714285715, 'sensitivity': 0.8021739130434783}",0.9997209821428571,5,3,0.96
283,3,"{'acc': 0.8370535714285714, 'auc': 0.8365477338476374, 'fpr': array([0.        , 0.18509615, 1.        ]), 'tpr': array([0.     , 0.85625, 1.     ]), 'mcc': 0.6721239558090499, 'tnr': 0.8149038461538461, 'ppv': 0.8422131147540983, 'f_score': 0.8491735537190083, 'ap': 0.7981539080796253, 'brier': 0.16294642857142858, 'sensitivity': 0.85625}",0.9997209821428571,5,3,0.975
284,3,"{'acc': 0.8214285714285714, 'auc': 0.8222055738687444, 'fpr': array([0.      , 0.203125, 1.      ]), 'tpr': array([0.        , 0.84598214, 1.        ]), 'mcc': 0.6436336762940658, 'tnr': 0.796875, 'ppv': 0.8063829787234043, 'f_score': 0.8257080610021786, 'ap': 0.7591945288753799, 'brier': 0.17857142857142858, 'sensitivity': 0.8459821428571429}",0.9997209821428571,5,3,0.99
285,3,"{'acc': 0.8225446428571429, 'auc': 0.8227280655852084, 'fpr': array([0.        , 0.18942731, 1.        ]), 'tpr': array([0.        , 0.83484163, 1.        ]), 'mcc': 0.6454352233385545, 'tnr': 0.8105726872246696, 'ppv': 0.810989010989011, 'f_score': 0.8227424749163881, 'ap': 0.7585206012878525, 'brier': 0.17745535714285715, 'sensitivity': 0.834841628959276}",0.9994419642857143,5,4,0.93
286,3,"{'acc': 0.8225446428571429, 'auc': 0.8226473578248649, 'fpr': array([0.        , 0.18625277, 1.        ]), 'tpr': array([0.        , 0.83146067, 1.        ]), 'mcc': 0.6452513076342077, 'tnr': 0.8137472283813747, 'ppv': 0.8149779735682819, 'f_score': 0.8231368186874304, 'ap': 0.7613274924692938, 'brier': 0.17745535714285715, 'sensitivity': 0.8314606741573034}",0.9994419642857143,5,4,0.9450000000000001
287,3,"{'acc': 0.8270089285714286, 'auc': 0.8264780849864574, 'fpr': array([0.        , 0.17216981, 1.        ]), 'tpr': array([0.        , 0.82627119, 1.        ]), 'mcc': 0.6535285216976546, 'tnr': 0.8278301886792453, 'ppv': 0.8423326133909287, 'f_score': 0.8342245989304812, 'ap': 0.7875130249870567, 'brier': 0.17299107142857142, 'sensitivity': 0.826271186440678}",0.9997209821428571,5,4,0.96
288,3,"{'acc': 0.8348214285714286, 'auc': 0.834651358637426, 'fpr': array([0.        , 0.15777262, 1.        ]), 'tpr': array([0.        , 0.82795699, 1.        ]), 'mcc': 0.6697433972806984, 'tnr': 0.8422273781902552, 'ppv': 0.8498896247240618, 'f_score': 0.8387799564270152, 'ap': 0.7929577691647762, 'brier': 0.16517857142857142, 'sensitivity': 0.8279569892473119}",0.9997209821428571,5,4,0.975
289,3,"{'acc': 0.8247767857142857, 'auc': 0.8266150827811255, 'fpr': array([0.        , 0.21192053, 1.        ]), 'tpr': array([0.        , 0.86230248, 1.        ]), 'mcc': 0.6518045036760504, 'tnr': 0.7880794701986755, 'ppv': 0.799163179916318, 'f_score': 0.8295331161780675, 'ap': 0.7572007515627973, 'brier': 0.17522321428571427, 'sensitivity': 0.8623024830699775}",0.9997209821428571,5,4,0.99
290,3,"{'acc': 0.8136160714285714, 'auc': 0.8142048908920074, 'fpr': array([0.        , 0.21962617, 1.        ]), 'tpr': array([0.        , 0.84401709, 1.        ]), 'mcc': 0.6263971307608052, 'tnr': 0.780373831775701, 'ppv': 0.8077709611451943, 'f_score': 0.8254963427377221, 'ap': 0.7632457135428762, 'brier': 0.18638392857142858, 'sensitivity': 0.844017094017094}",1.0,5,5,0.93
291,3,"{'acc': 0.7979910714285714, 'auc': 0.799364613880743, 'fpr': array([0.        , 0.23590814, 1.        ]), 'tpr': array([0.        , 0.83693046, 1.        ]), 'mcc': 0.5998746750221238, 'tnr': 0.7640918580375783, 'ppv': 0.7554112554112554, 'f_score': 0.7940841865756542, 'ap': 0.7081195433263778, 'brier': 0.20200892857142858, 'sensitivity': 0.8369304556354916}",0.9997209821428571,5,5,0.9450000000000001
292,3,"{'acc': 0.8191964285714286, 'auc': 0.8211913203087677, 'fpr': array([0.        , 0.22323462, 1.        ]), 'tpr': array([0.        , 0.85995624, 1.        ]), 'mcc': 0.6395458627566908, 'tnr': 0.7767653758542141, 'ppv': 0.8004073319755601, 'f_score': 0.8291139240506329, 'ap': 0.7597438481602894, 'brier': 0.18080357142857142, 'sensitivity': 0.8599562363238512}",0.9997209821428571,5,5,0.96
293,3,"{'acc': 0.8069196428571429, 'auc': 0.8080218769372287, 'fpr': array([0.        , 0.22271715, 1.        ]), 'tpr': array([0.        , 0.83668904, 1.        ]), 'mcc': 0.6150069488683968, 'tnr': 0.77728285077951, 'ppv': 0.7890295358649789, 'f_score': 0.8121606948968512, 'ap': 0.7416455776268823, 'brier': 0.19308035714285715, 'sensitivity': 0.8366890380313199}",0.9994419642857143,5,5,0.975
294,3,"{'acc': 0.8102678571428571, 'auc': 0.8114007035497282, 'fpr': array([0.        , 0.21902655, 1.        ]), 'tpr': array([0.        , 0.84009009, 1.        ]), 'mcc': 0.621931867243515, 'tnr': 0.7809734513274337, 'ppv': 0.7902542372881356, 'f_score': 0.8144104803493449, 'ap': 0.7431258248260366, 'brier': 0.18973214285714285, 'sensitivity': 0.8400900900900901}",0.9997209821428571,5,5,0.99
295,3,"{'acc': 0.8069196428571429, 'auc': 0.8069196428571428, 'fpr': array([0.        , 0.18961625, 1.        ]), 'tpr': array([0.        , 0.80353201, 1.        ]), 'mcc': 0.6138775196705873, 'tnr': 0.8103837471783296, 'ppv': 0.8125, 'f_score': 0.8079911209766925, 'ap': 0.75220011431725, 'brier': 0.19308035714285715, 'sensitivity': 0.8035320088300221}",0.9966517857142857,5,6,0.93
296,3,"{'acc': 0.8191964285714286, 'auc': 0.8190684024381067, 'fpr': array([0.        , 0.20567376, 1.        ]), 'tpr': array([0.        , 0.84143763, 1.        ]), 'mcc': 0.6369492340401084, 'tnr': 0.7943262411347518, 'ppv': 0.8206185567010309, 'f_score': 0.8308977035490605, 'ap': 0.7742046923796653, 'brier': 0.18080357142857142, 'sensitivity': 0.8414376321353065}",0.998046875,5,6,0.9450000000000001
297,3,"{'acc': 0.7924107142857143, 'auc': 0.7922616673314719, 'fpr': array([0.        , 0.21330275, 1.        ]), 'tpr': array([0.        , 0.79782609, 1.        ]), 'mcc': 0.5845233346629437, 'tnr': 0.786697247706422, 'ppv': 0.7978260869565217, 'f_score': 0.7978260869565217, 'ap': 0.7403211078854982, 'brier': 0.20758928571428573, 'sensitivity': 0.7978260869565217}",0.9977678571428571,5,6,0.96
298,3,"{'acc': 0.7801339285714286, 'auc': 0.7851159744749547, 'fpr': array([0.        , 0.28699552, 1.        ]), 'tpr': array([0.        , 0.84666667, 1.        ]), 'mcc': 0.5649268724264885, 'tnr': 0.7130044843049327, 'ppv': 0.7485265225933202, 'f_score': 0.7945776850886339, 'ap': 0.7107613843671063, 'brier': 0.21986607142857142, 'sensitivity': 0.8466666666666667}",0.9977678571428571,5,6,0.975
299,3,"{'acc': 0.8013392857142857, 'auc': 0.8016641399358561, 'fpr': array([0.        , 0.22298851, 1.        ]), 'tpr': array([0.        , 0.82429501, 1.        ]), 'mcc': 0.6023165441833442, 'tnr': 0.7770114942528735, 'ppv': 0.7966457023060797, 'f_score': 0.8102345415778252, 'ap': 0.7470728635370846, 'brier': 0.19866071428571427, 'sensitivity': 0.824295010845987}",0.9988839285714286,5,6,0.99
300,3,"{'acc': 0.8470982142857143, 'auc': 0.8483801145091467, 'fpr': array([0.        , 0.18736842, 1.        ]), 'tpr': array([0.        , 0.88598575, 1.        ]), 'mcc': 0.6976881601921144, 'tnr': 0.8126315789473684, 'ppv': 0.8073593073593074, 'f_score': 0.8448471121177803, 'ap': 0.7688802685833565, 'brier': 0.15290178571428573, 'sensitivity': 0.8859857482185273}",0.9983258928571429,6,3,0.93
301,3,"{'acc': 0.8292410714285714, 'auc': 0.8297394967630514, 'fpr': array([0.        , 0.19058296, 1.        ]), 'tpr': array([0.        , 0.84888889, 1.        ]), 'mcc': 0.6588922003275612, 'tnr': 0.8094170403587444, 'ppv': 0.8179871520342612, 'f_score': 0.8331515812431843, 'ap': 0.7702730617586078, 'brier': 0.17075892857142858, 'sensitivity': 0.8488888888888889}",0.9983258928571429,6,3,0.9450000000000001
302,3,"{'acc': 0.8404017857142857, 'auc': 0.8404434479322372, 'fpr': array([0.        , 0.16703297, 1.        ]), 'tpr': array([0.        , 0.84807256, 1.        ]), 'mcc': 0.6809632413147187, 'tnr': 0.832967032967033, 'ppv': 0.8311111111111111, 'f_score': 0.8395061728395061, 'ap': 0.7796193153187201, 'brier': 0.15959821428571427, 'sensitivity': 0.8480725623582767}",0.9988839285714286,6,3,0.96
303,3,"{'acc': 0.8292410714285714, 'auc': 0.8299980037927936, 'fpr': array([0.        , 0.19426049, 1.        ]), 'tpr': array([0.        , 0.85327314, 1.        ]), 'mcc': 0.6595041465365853, 'tnr': 0.8057395143487859, 'ppv': 0.8111587982832618, 'f_score': 0.8316831683168316, 'ap': 0.7646846558392488, 'brier': 0.17075892857142858, 'sensitivity': 0.8532731376975169}",0.9986049107142857,6,3,0.975
304,3,"{'acc': 0.8169642857142857, 'auc': 0.8168514412416852, 'fpr': array([0.        , 0.17401392, 1.        ]), 'tpr': array([0.        , 0.80860215, 1.        ]), 'mcc': 0.6341454014466812, 'tnr': 0.8259860788863109, 'ppv': 0.8337028824833703, 'f_score': 0.8209606986899564, 'ap': 0.7734643008283351, 'brier': 0.18303571428571427, 'sensitivity': 0.8086021505376344}",0.9986049107142857,6,3,0.99
305,3,"{'acc': 0.8147321428571429, 'auc': 0.8167504154070989, 'fpr': array([0.        , 0.22368421, 1.        ]), 'tpr': array([0.        , 0.85454545, 1.        ]), 'mcc': 0.6321796597602638, 'tnr': 0.7763157894736842, 'ppv': 0.7866108786610879, 'f_score': 0.8191721132897603, 'ap': 0.7436233222844102, 'brier': 0.18526785714285715, 'sensitivity': 0.8545454545454545}",0.9986049107142857,6,4,0.93
