,dataid,protein_k,rna_k,top_ratio,training_score,tune_param,scores
43,3,3,3,0.975,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [250]}","{""acc"": 0.8415178571428571, ""auc"": 0.8415270324808298, ""fpr"": [0.0, 0.1550561797752809, 1.0], ""tpr"": [0.0, 0.8381374722838137, 1.0], ""mcc"": 0.6830676785994327, ""tnr"": 0.8449438202247191, ""ppv"": 0.8456375838926175, ""f_score"": 0.841870824053452, ""ap"": 0.7902337613176642, ""brier"": 0.15848214285714285, ""sensitivity"": 0.8381374722838137}"
44,3,3,3,0.975,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [150]}","{""acc"": 0.8314732142857143, ""auc"": 0.8315775310463054, ""fpr"": [0.0, 0.15955056179775282, 1.0], ""tpr"": [0.0, 0.8226164079822617, 1.0], ""mcc"": 0.6631104526381539, ""tnr"": 0.8404494382022472, ""ppv"": 0.8393665158371041, ""f_score"": 0.8309070548712206, ""ap"": 0.779762382524219, ""brier"": 0.16852678571428573, ""sensitivity"": 0.8226164079822617}"
45,3,3,3,0.975,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [185]}","{""acc"": 0.8314732142857143, ""auc"": 0.8315775310463054, ""fpr"": [0.0, 0.15955056179775282, 1.0], ""tpr"": [0.0, 0.8226164079822617, 1.0], ""mcc"": 0.6631104526381539, ""tnr"": 0.8404494382022472, ""ppv"": 0.8393665158371041, ""f_score"": 0.8309070548712206, ""ap"": 0.779762382524219, ""brier"": 0.16852678571428573, ""sensitivity"": 0.8226164079822617}"
46,3,3,3,0.975,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [215]}","{""acc"": 0.8314732142857143, ""auc"": 0.8315775310463054, ""fpr"": [0.0, 0.15955056179775282, 1.0], ""tpr"": [0.0, 0.8226164079822617, 1.0], ""mcc"": 0.6631104526381539, ""tnr"": 0.8404494382022472, ""ppv"": 0.8393665158371041, ""f_score"": 0.8309070548712206, ""ap"": 0.779762382524219, ""brier"": 0.16852678571428573, ""sensitivity"": 0.8226164079822617}"
47,3,3,3,0.975,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [250]}","{""acc"": 0.8314732142857143, ""auc"": 0.8315775310463054, ""fpr"": [0.0, 0.15955056179775282, 1.0], ""tpr"": [0.0, 0.8226164079822617, 1.0], ""mcc"": 0.6631104526381539, ""tnr"": 0.8404494382022472, ""ppv"": 0.8393665158371041, ""f_score"": 0.8309070548712206, ""ap"": 0.779762382524219, ""brier"": 0.16852678571428573, ""sensitivity"": 0.8226164079822617}"
48,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [30]}","{""acc"": 0.9751552795031055, ""auc"": 0.976634768740032, ""fpr"": [0.0, 0.04411764705882353, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9491908756373292, ""tnr"": 0.9558823529411765, ""ppv"": 0.968421052631579, ""f_score"": 0.9787234042553192, ""ap"": 0.9642191031576136, ""brier"": 0.024844720496894408, ""sensitivity"": 0.989247311827957}"
49,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.9798136645962733, ""auc"": 0.9811470105043062, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.9919354838709677, 1.0], ""mcc"": 0.9587257838926566, ""tnr"": 0.9632352941176471, ""ppv"": 0.9736147757255936, ""f_score"": 0.9826897470039946, ""ap"": 0.9704214287564582, ""brier"": 0.020186335403726708, ""sensitivity"": 0.9919354838709677}"
50,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [80]}","{""acc"": 0.9798136645962733, ""auc"": 0.9811470105043062, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.9919354838709677, 1.0], ""mcc"": 0.9587257838926566, ""tnr"": 0.9632352941176471, ""ppv"": 0.9736147757255936, ""f_score"": 0.9826897470039946, ""ap"": 0.9704214287564582, ""brier"": 0.020186335403726708, ""sensitivity"": 0.9919354838709677}"
51,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [100]}","{""acc"": 0.9782608695652174, ""auc"": 0.9792536897800055, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9554902441686214, ""tnr"": 0.9632352941176471, ""ppv"": 0.9735449735449735, ""f_score"": 0.9813333333333333, ""ap"": 0.9692879281472081, ""brier"": 0.021739130434782608, ""sensitivity"": 0.989247311827957}"
52,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [30]}","{""acc"": 0.9751552795031055, ""auc"": 0.976634768740032, ""fpr"": [0.0, 0.04411764705882353, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9491908756373292, ""tnr"": 0.9558823529411765, ""ppv"": 0.968421052631579, ""f_score"": 0.9787234042553192, ""ap"": 0.9642191031576136, ""brier"": 0.024844720496894408, ""sensitivity"": 0.989247311827957}"
53,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.9782608695652174, ""auc"": 0.9792536897800055, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9554902441686214, ""tnr"": 0.9632352941176471, ""ppv"": 0.9735449735449735, ""f_score"": 0.9813333333333333, ""ap"": 0.9692879281472081, ""brier"": 0.021739130434782608, ""sensitivity"": 0.989247311827957}"
54,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [80]}","{""acc"": 0.9798136645962733, ""auc"": 0.9811470105043062, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.9919354838709677, 1.0], ""mcc"": 0.9587257838926566, ""tnr"": 0.9632352941176471, ""ppv"": 0.9736147757255936, ""f_score"": 0.9826897470039946, ""ap"": 0.9704214287564582, ""brier"": 0.020186335403726708, ""sensitivity"": 0.9919354838709677}"
55,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [100]}","{""acc"": 0.9782608695652174, ""auc"": 0.9792536897800055, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9554902441686214, ""tnr"": 0.9632352941176471, ""ppv"": 0.9735449735449735, ""f_score"": 0.9813333333333333, ""ap"": 0.9692879281472081, ""brier"": 0.021739130434782608, ""sensitivity"": 0.989247311827957}"
56,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [30]}","{""acc"": 0.9782608695652174, ""auc"": 0.9792536897800055, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9554902441686214, ""tnr"": 0.9632352941176471, ""ppv"": 0.9735449735449735, ""f_score"": 0.9813333333333333, ""ap"": 0.9692879281472081, ""brier"": 0.021739130434782608, ""sensitivity"": 0.989247311827957}"
57,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [50]}","{""acc"": 0.9782608695652174, ""auc"": 0.9792536897800055, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.989247311827957, 1.0], ""mcc"": 0.9554902441686214, ""tnr"": 0.9632352941176471, ""ppv"": 0.9735449735449735, ""f_score"": 0.9813333333333333, ""ap"": 0.9692879281472081, ""brier"": 0.021739130434782608, ""sensitivity"": 0.989247311827957}"
58,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [80]}","{""acc"": 0.9767080745341615, ""auc"": 0.977374104650354, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.9865591397849462, 1.0], ""mcc"": 0.9522681003647454, ""tnr"": 0.9632352941176471, ""ppv"": 0.9734748010610079, ""f_score"": 0.9799732977303072, ""ap"": 0.9681544374923492, ""brier"": 0.023291925465838508, ""sensitivity"": 0.9865591397849462}"
59,4,4,3,0.96,0.9933954933954934,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000], ""num_leaves"": [100]}","{""acc"": 0.9798136645962733, ""auc"": 0.9811470105043062, ""fpr"": [0.0, 0.03676470588235294, 1.0], ""tpr"": [0.0, 0.9919354838709677, 1.0], ""mcc"": 0.9587257838926566, ""tnr"": 0.9632352941176471, ""ppv"": 0.9736147757255936, ""f_score"": 0.9826897470039946, ""ap"": 0.9704214287564582, ""brier"": 0.020186335403726708, ""sensitivity"": 0.9919354838709677}"
60,5,4,6,0.945,0.9985548715280789,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [30]}","{""acc"": 0.9397109826589596, ""auc"": 0.9397235276327682, ""fpr"": [0.0, 0.06257255630369167, 1.0], ""tpr"": [0.0, 0.941975592908128, 1.0], ""mcc"": 0.879425045659573, ""tnr"": 0.9374274436963084, ""ppv"": 0.9381951611053778, ""f_score"": 0.9400815763773195, ""ap"": 0.9128898911226536, ""brier"": 0.06028901734104046, ""sensitivity"": 0.941975592908128}"
61,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.9397687861271676, ""auc"": 0.939809331386247, ""fpr"": [0.0, 0.06454608776410495, 1.0], ""tpr"": [0.0, 0.9440478931614091, 1.0], ""mcc"": 0.8795602321442066, ""tnr"": 0.935453912235895, ""ppv"": 0.9365006852444039, ""f_score"": 0.9402591445935099, ""ap"": 0.9121939843983284, ""brier"": 0.06023121387283237, ""sensitivity"": 0.9440478931614091}"
62,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [80]}","{""acc"": 0.9411560693641619, ""auc"": 0.941216908699765, ""fpr"": [0.0, 0.06419781750638495, 1.0], ""tpr"": [0.0, 0.9464655767902371, 1.0], ""mcc"": 0.8823507844351811, ""tnr"": 0.935802182493615, ""ppv"": 0.9369728744016412, ""f_score"": 0.9416953035509735, ""ap"": 0.9136911847241188, ""brier"": 0.05884393063583815, ""sensitivity"": 0.9464655767902371}"
63,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.7], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [100]}","{""acc"": 0.9414450867052023, ""auc"": 0.9415228833973535, ""fpr"": [0.0, 0.0646621778500116, 1.0], ""tpr"": [0.0, 0.9475017269168777, 1.0], ""mcc"": 0.8829426519103288, ""tnr"": 0.9353378221499884, ""ppv"": 0.9366109024695572, ""f_score"": 0.9420248383219825, ""ap"": 0.913798829041971, ""brier"": 0.058554913294797686, ""sensitivity"": 0.9475017269168777}"
64,5,4,6,0.945,0.9986560305211133,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [30]}","{""acc"": 0.9411560693641619, ""auc"": 0.9412075096160832, ""fpr"": [0.0, 0.0637334571627583, 1.0], ""tpr"": [0.0, 0.9460050656228414, 1.0], ""mcc"": 0.8823433109324844, ""tnr"": 0.9362665428372416, ""ppv"": 0.9373716632443532, ""f_score"": 0.9416685766674306, ""ap"": 0.9138681683900617, ""brier"": 0.05884393063583815, ""sensitivity"": 0.9460050656228414}"
65,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.9411560693641619, ""auc"": 0.9411821788318827, ""fpr"": [0.0, 0.062224286045971675, 1.0], ""tpr"": [0.0, 0.944508404328805, 1.0], ""mcc"": 0.8823242370611688, ""tnr"": 0.9377757139540284, ""ppv"": 0.9386727688787185, ""f_score"": 0.941581544818088, ""ap"": 0.9144455907968402, ""brier"": 0.05884393063583815, ""sensitivity"": 0.944508404328805}"
66,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [80]}","{""acc"": 0.9406936416184971, ""auc"": 0.940764527797552, ""fpr"": [0.0, 0.06512653819363827, 1.0], ""tpr"": [0.0, 0.9464655767902371, 1.0], ""mcc"": 0.8814340419754373, ""tnr"": 0.9348734618063618, ""ppv"": 0.936119335003416, ""f_score"": 0.9412640256468972, ""ap"": 0.9128833390652644, ""brier"": 0.05930635838150289, ""sensitivity"": 0.9464655767902371}"
67,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [100]}","{""acc"": 0.9415028901734104, ""auc"": 0.941535988661634, ""fpr"": [0.0, 0.06234037613187834, 1.0], ""tpr"": [0.0, 0.9453142988717477, 1.0], ""mcc"": 0.8830229486705194, ""tnr"": 0.9376596238681216, ""ppv"": 0.9386145404663924, ""f_score"": 0.9419525065963061, ""ap"": 0.9147423936306592, ""brier"": 0.058497109826589594, ""sensitivity"": 0.9453142988717477}"
68,5,4,6,0.945,0.9986415792363941,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [30]}","{""acc"": 0.9403468208092486, ""auc"": 0.9404003893885107, ""fpr"": [0.0, 0.0646621778500116, 1.0], ""tpr"": [0.0, 0.9453142988717477, 1.0], ""mcc"": 0.8807264467628872, ""tnr"": 0.9353378221499884, ""ppv"": 0.9364735401459854, ""f_score"": 0.9408731522860089, ""ap"": 0.9127184754138895, ""brier"": 0.05965317919075144, ""sensitivity"": 0.9453142988717477}"
69,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [50]}","{""acc"": 0.9409826589595376, ""auc"": 0.9410129993293321, ""fpr"": [0.0, 0.06268864638959833, 1.0], ""tpr"": [0.0, 0.944623532120654, 1.0], ""mcc"": 0.881980441018308, ""tnr"": 0.9373113536104016, ""ppv"": 0.9382504288164666, ""f_score"": 0.9414261947105731, ""ap"": 0.9140969022904213, ""brier"": 0.059017341040462426, ""sensitivity"": 0.944623532120654}"
70,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [80]}","{""acc"": 0.9415606936416185, ""auc"": 0.9416025247392928, ""fpr"": [0.0, 0.062804736475505, 1.0], ""tpr"": [0.0, 0.9458899378309924, 1.0], ""mcc"": 0.8831451233840223, ""tnr"": 0.937195263524495, ""ppv"": 0.9382208518899167, ""f_score"": 0.9420397867339334, ""ap"": 0.9146212933236975, ""brier"": 0.0584393063583815, ""sensitivity"": 0.9458899378309924}"
71,5,4,6,0.945,1.0,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.95], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000], ""num_leaves"": [100]}","{""acc"": 0.9416763005780346, ""auc"": 0.9417435136999095, ""fpr"": [0.0, 0.06396563733457163, 1.0], ""tpr"": [0.0, 0.9472714713331798, 1.0], ""mcc"": 0.8833964260536424, ""tnr"": 0.9360343626654284, ""ppv"": 0.9372365873106276, ""f_score"": 0.9422273117663899, ""ap"": 0.9142914694883328, ""brier"": 0.05832369942196532, ""sensitivity"": 0.9472714713331798}"
