,dataid,protein_k,rna_k,top_ratio,training_score,tune_param,scores
18,3,3,3,0.975,0.9997209821428571,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.828125, ""auc"": 0.8288527641434382, ""fpr"": [0.0, 0.19817767653758542, 1.0], ""tpr"": [0.0, 0.8533916849015317, 1.0], ""mcc"": 0.6564585862885574, ""tnr"": 0.8018223234624146, ""ppv"": 0.8176100628930818, ""f_score"": 0.835117773019272, ""ap"": 0.7725184148790601, ""brier"": 0.171875, ""sensitivity"": 0.8533916849015317}"
19,3,3,3,0.975,0.9997209821428571,"{""boosting_type"": [""gbdt""], ""colsample_bytree"": [0.8], ""learning_rate"": [0.05], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.8337053571428571, ""auc"": 0.8340798786905361, ""fpr"": [0.0, 0.18303571428571427, 1.0], ""tpr"": [0.0, 0.8504464285714286, 1.0], ""mcc"": 0.6677851308098071, ""tnr"": 0.8169642857142857, ""ppv"": 0.8228941684665226, ""f_score"": 0.8364434687156971, ""ap"": 0.7746041923788953, ""brier"": 0.16629464285714285, ""sensitivity"": 0.8504464285714286}"
20,4,4,3,0.96,0.9945609945609946,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000]}","{""acc"": 0.968944099378882, ""auc"": 0.9701321759715921, ""fpr"": [0.0, 0.04964539007092199, 1.0], ""tpr"": [0.0, 0.9834254143646409, 1.0], ""mcc"": 0.937016579042241, ""tnr"": 0.950354609929078, ""ppv"": 0.9621621621621622, ""f_score"": 0.9726775956284153, ""ap"": 0.9555314931966385, ""brier"": 0.031055900621118012, ""sensitivity"": 0.9834254143646409}"
21,4,4,3,0.96,0.9945609945609946,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000]}","{""acc"": 0.9751552795031055, ""auc"": 0.975252559495559, ""fpr"": [0.0, 0.0297029702970297, 1.0], ""tpr"": [0.0, 0.9794721407624634, 1.0], ""mcc"": 0.9501370734727398, ""tnr"": 0.9702970297029703, ""ppv"": 0.9737609329446064, ""f_score"": 0.9766081871345029, ""ap"": 0.9646412707994985, ""brier"": 0.024844720496894408, ""sensitivity"": 0.9794721407624634}"
22,4,4,3,0.96,0.9937839937839937,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000]}","{""acc"": 0.9720496894409938, ""auc"": 0.9715422006186478, ""fpr"": [0.0, 0.03225806451612903, 1.0], ""tpr"": [0.0, 0.9753424657534246, 1.0], ""mcc"": 0.9430844012372956, ""tnr"": 0.967741935483871, ""ppv"": 0.9753424657534246, ""f_score"": 0.9753424657534246, ""ap"": 0.9652680807814734, ""brier"": 0.027950310559006212, ""sensitivity"": 0.9753424657534246}"
23,4,4,3,0.96,0.993006993006993,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000]}","{""acc"": 0.9798136645962733, ""auc"": 0.9787528531882861, ""fpr"": [0.0, 0.010416666666666666, 1.0], ""tpr"": [0.0, 0.9719101123595506, 1.0], ""mcc"": 0.9594975043712252, ""tnr"": 0.9895833333333334, ""ppv"": 0.9914040114613181, ""f_score"": 0.9815602836879433, ""ap"": 0.9790835344836378, ""brier"": 0.020186335403726708, ""sensitivity"": 0.9719101123595506}"
24,4,4,3,0.96,0.993006993006993,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.01], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [2000]}","{""acc"": 0.9782608695652174, ""auc"": 0.978929047188433, ""fpr"": [0.0, 0.033444816053511704, 1.0], ""tpr"": [0.0, 0.9884057971014493, 1.0], ""mcc"": 0.9564084407358813, ""tnr"": 0.9665551839464883, ""ppv"": 0.9715099715099715, ""f_score"": 0.9798850574712644, ""ap"": 0.9664572679065433, ""brier"": 0.021739130434782608, ""sensitivity"": 0.9884057971014493}"
25,5,4,6,0.945,0.9990751177779704,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.9389595375722544, ""auc"": 0.9389595375722544, ""fpr"": [0.0, 0.06665144944076695, 1.0], ""tpr"": [0.0, 0.9447177324900445, 1.0], ""mcc"": 0.8779926760117069, ""tnr"": 0.933348550559233, ""ppv"": 0.932485549132948, ""f_score"": 0.9385617872934605, ""ap"": 0.9082188705508323, ""brier"": 0.06104046242774566, ""sensitivity"": 0.9447177324900445}"
26,5,4,6,0.945,0.998699384375271,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.9415028901734104, ""auc"": 0.9415289020703236, ""fpr"": [0.0, 0.0633770416379112, 1.0], ""tpr"": [0.0, 0.9464327213571927, 1.0], ""mcc"": 0.8830567419293255, ""tnr"": 0.9366229583620888, ""ppv"": 0.9366375344986201, ""f_score"": 0.9415096520633454, ""ap"": 0.9131118095447511, ""brier"": 0.058497109826589594, ""sensitivity"": 0.9464327213571927}"
27,5,4,6,0.945,0.998843897222463,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.9367630057803468, ""auc"": 0.9368134117282141, ""fpr"": [0.0, 0.06873050710407763, 1.0], ""tpr"": [0.0, 0.9422654171005438, 1.0], ""mcc"": 0.8735808655176175, ""tnr"": 0.9312694928959224, ""ppv"": 0.9319144066826868, ""f_score"": 0.9370613278103785, ""ap"": 0.9069546477507058, ""brier"": 0.06323699421965318, ""sensitivity"": 0.9422654171005438}"
28,5,4,6,0.945,0.9991907280557242,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.9365317919075145, ""auc"": 0.9365840290027707, ""fpr"": [0.0, 0.0685455810716771, 1.0], ""tpr"": [0.0, 0.9415764000921871, 1.0], ""mcc"": 0.8730994358165203, ""tnr"": 0.9314544189283229, ""ppv"": 0.9325496461994979, ""f_score"": 0.9370412844036696, ""ap"": 0.9073730971572688, ""brier"": 0.06346820809248555, ""sensitivity"": 0.9415764000921871}"
29,5,4,6,0.945,0.9990895690626896,"{""boosting_type"": [""gbdt""], ""learning_rate"": [0.1], ""max_bin"": [256], ""n_estimators"": [500], ""num_iterations"": [1000]}","{""acc"": 0.9370520231213872, ""auc"": 0.9371238450767928, ""fpr"": [0.0, 0.0698478561549101, 1.0], ""tpr"": [0.0, 0.9439935064935064, 1.0], ""mcc"": 0.8741966687572778, ""tnr"": 0.9301521438450899, ""ppv"": 0.9307191036926946, ""f_score"": 0.9373093086178113, ""ap"": 0.9065118653998688, ""brier"": 0.06294797687861271, ""sensitivity"": 0.9439935064935064}"
