,Unnamed: 0,dataid,cv,training_score,tune_param,acc,auc
37,37,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.001], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [50]}",0.8950617283950617,0.9072957969865186
38,38,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.001], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [100]}",0.8950617283950617,0.9072957969865186
39,39,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.001], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [500]}",0.8950617283950617,0.9072957969865186
40,40,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.001], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [1000]}",0.8950617283950617,0.9072957969865186
45,45,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [50]}",0.8950617283950617,0.9072957969865186
46,46,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [100]}",0.8950617283950617,0.9072957969865186
47,47,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [500]}",0.8950617283950617,0.9072957969865186
48,48,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [1000]}",0.8950617283950617,0.9072957969865186
49,49,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [20], 'num_iterations': [1000], 'num_leaves': [50]}",0.8950617283950617,0.9072957969865186
50,50,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [20], 'num_iterations': [1000], 'num_leaves': [100]}",0.8950617283950617,0.9072957969865186
51,51,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [20], 'num_iterations': [1000], 'num_leaves': [500]}",0.8950617283950617,0.9072957969865186
52,52,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [20], 'num_iterations': [1000], 'num_leaves': [1000]}",0.8950617283950617,0.9072957969865186
53,53,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [50]}",0.8950617283950617,0.9072957969865186
54,54,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [100]}",0.8950617283950617,0.9072957969865186
55,55,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [500]}",0.8950617283950617,0.9072957969865186
56,56,2,0,0.8919753086419753,"{'colsample_bytree': [0.9], 'lambda_l1': [0.1], 'learning_rate': [0.05], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [1000]}",0.8950617283950617,0.9072957969865186
57,57,3,0,0.9996651038178164,"{'colsample_bytree': [0.7], 'lambda_l1': [0.001], 'learning_rate': [0.1], 'max_depth': [-1], 'min_data_in_leaf': [18], 'num_iterations': [2000], 'num_leaves': [100]}",0.8547523427041499,0.8550800412537555
58,58,4,0,0.9906759906759908,"{'colsample_bytree': [0.8], 'lambda_l1': [0], 'learning_rate': [0.01], 'max_depth': [6], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [60]}",0.968313140726934,0.9698377722424474
59,59,4,0,0.9906759906759908,"{'colsample_bytree': [0.8], 'lambda_l1': [0], 'learning_rate': [0.01], 'max_depth': [6], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [80]}",0.968313140726934,0.9698377722424474
60,60,4,0,0.9906759906759908,"{'colsample_bytree': [0.8], 'lambda_l1': [0], 'learning_rate': [0.01], 'max_depth': [6], 'min_data_in_leaf': [22], 'num_iterations': [1000], 'num_leaves': [100]}",0.968313140726934,0.9698377722424474
