,dataid,protein_k,rna_k,top_ratio,training_score,tune_param,scores
10,2,4,4,0.96,1.0,{},"{""acc"": 0.8469387755102041, ""auc"": 0.8445974134334584, ""fpr"": [0.0, 0.17857142857142858, 1.0], ""tpr"": [0.0, 0.8809523809523809, 1.0], ""mcc"": 0.6957566520492713, ""tnr"": 0.8214285714285714, ""ppv"": 0.7872340425531915, ""f_score"": 0.8314606741573034, ""ap"": 0.7445361123172674, ""brier"": 0.15306122448979592, ""sensitivity"": 0.8809523809523809}"
11,2,4,4,0.96,1.0,{},"{""acc"": 0.9183673469387755, ""auc"": 0.9178197064989518, ""fpr"": [0.0, 0.08888888888888889, 1.0], ""tpr"": [0.0, 0.9245283018867925, 1.0], ""mcc"": 0.8356394129979036, ""tnr"": 0.9111111111111111, ""ppv"": 0.9245283018867925, ""f_score"": 0.9245283018867925, ""ap"": 0.8955689075202884, ""brier"": 0.08163265306122448, ""sensitivity"": 0.9245283018867925}"
12,2,4,4,0.96,1.0,{},"{""acc"": 0.8775510204081632, ""auc"": 0.8741582491582491, ""fpr"": [0.0, 0.11904761904761904, 1.0], ""tpr"": [0.0, 0.875, 1.0], ""mcc"": 0.7521247493656257, ""tnr"": 0.8809523809523809, ""ppv"": 0.9074074074074074, ""f_score"": 0.8909090909090909, ""ap"": 0.8654100529100529, ""brier"": 0.12244897959183673, ""sensitivity"": 0.875}"
13,2,4,4,0.96,1.0,{},"{""acc"": 0.8571428571428571, ""auc"": 0.8577388402169379, ""fpr"": [0.0, 0.12244897959183673, 1.0], ""tpr"": [0.0, 0.8367346938775511, 1.0], ""mcc"": 0.7148814489299585, ""tnr"": 0.8775510204081632, ""ppv"": 0.8723404255319149, ""f_score"": 0.8541666666666667, ""ap"": 0.8115501519756839, ""brier"": 0.14285714285714285, ""sensitivity"": 0.8367346938775511}"
14,2,4,4,0.96,1.0,{},"{""acc"": 0.8775510204081632, ""auc"": 0.8810344827586206, ""fpr"": [0.0, 0.07407407407407407, 1.0], ""tpr"": [0.0, 0.8181818181818182, 1.0], ""mcc"": 0.7530348058261029, ""tnr"": 0.9259259259259259, ""ppv"": 0.9, ""f_score"": 0.8571428571428572, ""ap"": 0.8179962894248609, ""brier"": 0.12244897959183673, ""sensitivity"": 0.8181818181818182}"
15,3,3,3,0.975,0.9997209821428571,{},"{""acc"": 0.8448660714285714, ""auc"": 0.8443657758276825, ""fpr"": [0.0, 0.160676532769556, 1.0], ""tpr"": [0.0, 0.851063829787234, 1.0], ""mcc"": 0.6895589273717937, ""tnr"": 0.8393234672304439, ""ppv"": 0.8256880733944955, ""f_score"": 0.8381839348079162, ""ap"": 0.7730257539527621, ""brier"": 0.15513392857142858, ""sensitivity"": 0.851063829787234}"
16,3,3,3,0.975,0.9997209821428571,{},"{""acc"": 0.8214285714285714, ""auc"": 0.8215737861755561, ""fpr"": [0.0, 0.19130434782608696, 1.0], ""tpr"": [0.0, 0.8348623853211009, 1.0], ""mcc"": 0.6433527721879841, ""tnr"": 0.808695652173913, ""ppv"": 0.8053097345132744, ""f_score"": 0.8198198198198198, ""ap"": 0.7526799487351976, ""brier"": 0.17857142857142858, ""sensitivity"": 0.8348623853211009}"
17,3,3,3,0.975,0.9997209821428571,{},"{""acc"": 0.8493303571428571, ""auc"": 0.8492224880382775, ""fpr"": [0.0, 0.15102974828375287, 1.0], ""tpr"": [0.0, 0.8496732026143791, 1.0], ""mcc"": 0.6985442081543558, ""tnr"": 0.8489702517162472, ""ppv"": 0.8552631578947368, ""f_score"": 0.8524590163934426, ""ap"": 0.803703115017937, ""brier"": 0.15066964285714285, ""sensitivity"": 0.8496732026143791}"
18,3,3,3,0.975,1.0,{},"{""acc"": 0.8180803571428571, ""auc"": 0.8191239636399961, ""fpr"": [0.0, 0.2097130242825607, 1.0], ""tpr"": [0.0, 0.8465011286681715, 1.0], ""mcc"": 0.6375175979850841, ""tnr"": 0.7902869757174393, ""ppv"": 0.7978723404255319, ""f_score"": 0.8214676889375685, ""ap"": 0.7512926938461856, ""brier"": 0.18191964285714285, ""sensitivity"": 0.8465011286681715}"
19,3,3,3,0.975,0.9997209821428571,{},"{""acc"": 0.8537946428571429, ""auc"": 0.8538013881207556, ""fpr"": [0.0, 0.14888888888888888, 1.0], ""tpr"": [0.0, 0.8565022421524664, 1.0], ""mcc"": 0.7076080647327817, ""tnr"": 0.8511111111111112, ""ppv"": 0.8507795100222717, ""f_score"": 0.8536312849162011, ""ap"": 0.8001231293400238, ""brier"": 0.14620535714285715, ""sensitivity"": 0.8565022421524664}"
20,4,4,3,0.96,0.993006993006993,{},"{""acc"": 0.9751552795031055, ""auc"": 0.9759615384615384, ""fpr"": [0.0, 0.038461538461538464, 1.0], ""tpr"": [0.0, 0.9860335195530726, 1.0], ""mcc"": 0.9497450372846119, ""tnr"": 0.9615384615384616, ""ppv"": 0.9697802197802198, ""f_score"": 0.9778393351800554, ""ap"": 0.9639997784581219, ""brier"": 0.024844720496894408, ""sensitivity"": 0.9860335195530726}"
21,4,4,3,0.96,0.9945609945609946,{},"{""acc"": 0.9642857142857143, ""auc"": 0.9621375310687655, ""fpr"": [0.0, 0.02158273381294964, 1.0], ""tpr"": [0.0, 0.953551912568306, 1.0], ""mcc"": 0.9281141474001843, ""tnr"": 0.9784172661870504, ""ppv"": 0.9830985915492958, ""f_score"": 0.9680998613037449, ""ap"": 0.9638330577429892, ""brier"": 0.03571428571428571, ""sensitivity"": 0.953551912568306}"
22,4,4,3,0.96,0.9941724941724942,{},"{""acc"": 0.953416149068323, ""auc"": 0.9535015649452269, ""fpr"": [0.0, 0.059027777777777776, 1.0], ""tpr"": [0.0, 0.9634831460674157, 1.0], ""mcc"": 0.9057283532521905, ""tnr"": 0.9409722222222222, ""ppv"": 0.9527777777777777, ""f_score"": 0.9581005586592178, ""ap"": 0.9381716662401811, ""brier"": 0.046583850931677016, ""sensitivity"": 0.9634831460674157}"
23,4,4,3,0.96,0.9933954933954934,{},"{""acc"": 0.9751552795031055, ""auc"": 0.9768151133990578, ""fpr"": [0.0, 0.04854368932038835, 1.0], ""tpr"": [0.0, 0.9970149253731343, 1.0], ""mcc"": 0.9510472332899503, ""tnr"": 0.9514563106796117, ""ppv"": 0.9570200573065902, ""f_score"": 0.9766081871345029, ""ap"": 0.9557160760471787, ""brier"": 0.024844720496894408, ""sensitivity"": 0.9970149253731343}"
24,4,4,3,0.96,0.9941724941724942,{},"{""acc"": 0.9829192546583851, ""auc"": 0.9832274373163901, ""fpr"": [0.0, 0.02413793103448276, 1.0], ""tpr"": [0.0, 0.9887005649717514, 1.0], ""mcc"": 0.9655082907242728, ""tnr"": 0.9758620689655172, ""ppv"": 0.9803921568627451, ""f_score"": 0.9845288326300985, ""ap"": 0.9755254595082936, ""brier"": 0.017080745341614908, ""sensitivity"": 0.9887005649717514}"
25,5,4,6,0.945,0.9991040203474089,{},"{""acc"": 0.9389595375722544, ""auc"": 0.9390895684917452, ""fpr"": [0.0, 0.06902161282825936, 1.0], ""tpr"": [0.0, 0.9468599033816425, 1.0], ""mcc"": 0.8780086972286962, ""tnr"": 0.9309783871717406, ""ppv"": 0.9326988443235894, ""f_score"": 0.9397260273972604, ""ap"": 0.9098403399325422, ""brier"": 0.06104046242774566, ""sensitivity"": 0.9468599033816425}"
26,5,4,6,0.945,0.9991040203474089,{},"{""acc"": 0.9386127167630057, ""auc"": 0.9386347631707482, ""fpr"": [0.0, 0.06504158964879853, 1.0], ""tpr"": [0.0, 0.9422720962517354, 1.0], ""mcc"": 0.8772500162552688, ""tnr"": 0.9349584103512015, ""ppv"": 0.9353468075333027, ""f_score"": 0.9387966804979254, ""ap"": 0.9101951276926117, ""brier"": 0.06138728323699422, ""sensitivity"": 0.9422720962517354}"
27,5,4,6,0.945,0.9988005433683055,{},"{""acc"": 0.9389017341040462, ""auc"": 0.9390120820238967, ""fpr"": [0.0, 0.06871378910776361, 1.0], ""tpr"": [0.0, 0.946482122260669, 1.0], ""mcc"": 0.8778962392812746, ""tnr"": 0.9312862108922364, ""ppv"": 0.93260597795204, ""f_score"": 0.9394928158452115, ""ap"": 0.9095156944935884, ""brier"": 0.061098265895953754, ""sensitivity"": 0.946482122260669}"
28,5,4,6,0.945,0.9990895690626896,{},"{""acc"": 0.9391329479768786, ""auc"": 0.9391520171726927, ""fpr"": [0.0, 0.06416184971098265, 1.0], ""tpr"": [0.0, 0.9424277456647399, 1.0], ""mcc"": 0.8782849649425574, ""tnr"": 0.9358381502890173, ""ppv"": 0.9362581830710922, ""f_score"": 0.9393328340150947, ""ap"": 0.9111418159994848, ""brier"": 0.060867052023121385, ""sensitivity"": 0.9424277456647399}"
29,5,4,6,0.945,0.9991184716321281,{},"{""acc"": 0.9365895953757225, ""auc"": 0.936712413556159, ""fpr"": [0.0, 0.0719482619240097, 1.0], ""tpr"": [0.0, 0.9451452378196968, 1.0], ""mcc"": 0.873310894073061, ""tnr"": 0.9280517380759903, ""ppv"": 0.9291240045506257, ""f_score"": 0.937066146520567, ""ap"": 0.9055559721756261, ""brier"": 0.06341040462427745, ""sensitivity"": 0.9451452378196968}"
