,dataid,cv,training_score,tune_param,acc,auc
0,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [14], 'num_iterations': [1000], 'num_leaves': [50]}",0.881104033970276,0.8806103977397689
1,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [14], 'num_iterations': [1000], 'num_leaves': [80]}",0.881104033970276,0.8806440882464044
2,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [14], 'num_iterations': [1000], 'num_leaves': [100]}",0.8826963906581741,0.882247880209273
3,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [16], 'num_iterations': [1000], 'num_leaves': [50]}",0.881104033970276,0.8806440882464044
4,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [16], 'num_iterations': [1000], 'num_leaves': [80]}",0.881104033970276,0.8806103977397689
5,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [16], 'num_iterations': [1000], 'num_leaves': [100]}",0.8752653927813163,0.8748370847069329
6,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [50]}",0.8763269639065817,0.8759266774891774
7,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [80]}",0.8768577494692145,0.8763952708226446
8,1,0,1.0,"{'colsample_bytree': [1], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [18], 'num_iterations': [1000], 'num_leaves': [100]}",0.8789808917197452,0.8784735421416027
9,2,0,0.9567901234567902,"{'colsample_bytree': [0.9], 'lambda_l1': [0], 'learning_rate': [0.05], 'min_data_in_leaf': [10], 'num_iterations': [1000], 'num_leaves': [50]}",0.845679012345679,0.8472371863937203
